smiles,canonical_smiles,unique_hydrogens,unique_carbons,sascore,ir_similarity,cnmr_similarity,hnmr_similarity,similarity,sum_of_similarities,cnmr_ir_similarity,ir_hnmr_similarity,cnmr_hnmr_similarity,tanimoto
CS(=O)(=O)Oc1ccc(Cn2nc(C(F)(F)F)cc2C(F)(F)F)cc1,CS(=O)(=O)Oc1ccc(Cn2nc(C(F)(F)F)cc2C(F)(F)F)cc1,5,11,2.5270197676451733,0.108363077044487,-0.1579941213130951,-0.2580896019935608,-0.08373676240444183,-0.3077206462621689,-0.014682091772556305,-0.02405267208814621,-0.18415121734142303,0.4024922118380062
Cc1cc(CNS(=O)(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)no1,Cc1cc(CNS(=O)(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)no1,6,10,2.4784659214913276,0.19949786365032196,-0.17255763709545135,0.10682365298271179,0.03169466555118561,0.1337638795375824,0.022156182676553726,0.14821036159992218,-0.040363114327192307,0.363237139272271
FC(F)(F)COc1ccc(OCC(F)(F)F)c(-c2n[nH]c(=S)o2)c1,FC(F)(F)COc1ccc(OCC(F)(F)F)c(-c2n[nH]c(=S)o2)c1,6,12,2.8110612063568823,0.1223519891500473,0.004330942407250404,-0.07377418130636215,0.06034596264362335,0.052908750250935555,0.14095094799995422,0.02589419111609459,-0.02273397706449032,0.41350210970464135
Cn1nc(C(F)(F)F)cc1OS(=O)(=O)c1ccc(C(F)(F)F)cc1,Cn1nc(C(F)(F)F)cc1OS(=O)(=O)c1ccc(C(F)(F)F)cc1,4,10,2.5645426940999076,0.27954530715942383,-0.06360899657011032,0.18472985923290253,0.07437901943922043,0.40066616982221603,0.11616156995296478,0.1992376446723938,0.0015940554440021515,0.403003003003003
Cc1noc(C)c1S(=O)(=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,Cc1noc(C)c1S(=O)(=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,5,10,2.435961295348239,0.2286585122346878,0.0904788002371788,0.17092984914779663,0.1542309820652008,0.49006716161966324,0.17540912330150604,0.22033540904521942,0.05964004993438721,0.4333132166566083
CS(=O)(=O)Cc1noc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1,CS(=O)(=O)Cc1noc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1,4,9,2.556975661132876,-0.019190050661563873,0.0021672323346138,-0.040432725101709366,-0.00874846987426281,-0.05745554342865944,0.005510218441486359,-0.035621874034404755,-0.005739711225032806,0.3844282238442822
O=C(N=c1sc2cc(OC(F)(F)F)ccc2n1CCO)C(F)(F)F,O=C(N=c1sc2cc(OC(F)(F)F)ccc2n1CCO)C(F)(F)F,6,12,2.7699933809130943,0.19779206812381744,0.1948978304862976,-0.012501668184995651,0.16943016648292542,0.3801882304251194,0.18426498770713806,0.16896945238113403,0.09976830333471298,0.4912774338773213
O=C(N=c1sc2cc(OC(F)(F)F)ccc2n1CCCO)C(F)(F)F,O=C(N=c1sc2cc(OC(F)(F)F)ccc2n1CCCO)C(F)(F)F,7,13,2.754272131699029,0.1617688238620758,0.21990148723125458,-0.004633666947484016,0.20369485020637512,0.37703664414584637,0.20551469922065735,0.14229662716388702,0.1460963636636734,0.49635854341736696
O=S(=O)(Oc1cc(C(F)(F)F)nn1-c1ccccc1)C(F)(F)F,O=S(=O)(Oc1cc(C(F)(F)F)nn1-c1ccccc1)C(F)(F)F,4,9,2.5114045901238953,0.1776139736175537,0.14857900142669678,-0.11467918753623962,0.06126665323972702,0.21151378750801086,0.15140372514724731,0.07353475689888,-0.0055351704359054565,0.48364069006543725
O=S(=O)(CC(F)(F)F)c1ccc(-c2noc(C(F)(F)F)n2)cc1,O=S(=O)(CC(F)(F)F)c1ccc(-c2noc(C(F)(F)F)n2)cc1,3,9,2.5571604539322195,-0.022254832088947296,0.24633747339248657,0.07464288175106049,0.051752641797065735,0.29872552305459976,0.0674811378121376,0.009728623554110527,0.11496056616306305,0.33624454148471616
