smiles,canonical_smiles,unique_hydrogens,unique_carbons,sascore,ir_similarity,cnmr_similarity,hnmr_similarity,similarity,sum_of_similarities,cnmr_ir_similarity,ir_hnmr_similarity,cnmr_hnmr_similarity,tanimoto
Cn1cccc1C(=N)C(=O)O,Cn1cccc1C(=N)C(=O)O,6,7,2.9393833601699093,-0.03557286038994789,0.11711761355400085,0.23799315094947815,0.12701037526130676,0.3195379041135311,0.044453032314777374,0.08692431449890137,0.16594405472278595,0.1497175141242938
NC(=O)/C=C/Cc1ccno1,NC(=O)/C=C/Cc1ccno1,6,7,3.2863040583815977,0.10672248899936676,0.00980076752603054,0.0052678026258945465,0.10664711147546768,0.12179105915129185,0.11053475737571716,0.07081195712089539,0.049136821180582047,0.09883720930232558
CNC(=O)ONc1ccccc1,CNC(=O)ONc1ccccc1,6,6,2.13622708176983,-0.008737310767173767,0.19303250312805176,-0.01865370385348797,0.005211034789681435,0.16564148850739002,0.041844964027404785,-0.00994337722659111,0.02883550152182579,0.14065934065934066
CC1=C(C=O)C(=O)N=N1,CC1=C(C=O)C(=O)N=N1,2,5,3.6348780072255567,0.22230306267738342,0.3285348415374756,0.17699140310287476,0.24131566286087036,0.7278293073177338,0.22450782358646393,0.21249762177467346,0.2400471270084381,0.07142857142857142
CC1(N=O)C=CC(N=O)=CC1,CC1(N=O)C=CC(N=O)=CC1,5,7,5.086780330293511,0.24671484529972076,-0.01032964512705803,0.08704577386379242,0.06985746324062347,0.32343097403645515,0.12783251702785492,0.10399819910526276,0.04822637140750885,0.07830342577487764
CC(=O)[NH+]([O-])c1ccccn1,CC(=O)[NH+]([O-])c1ccccn1,6,7,4.350423407216589,0.22985540330410004,0.1615935117006302,0.6304143667221069,0.2881430387496948,1.0218632817268372,0.21142035722732544,0.3212973475456238,0.29331326484680176,0.2482638888888889
COC1=CC(=[N+]=[N-])C(OC)C=C1,COC1=CC(=[N+]=[N-])C(OC)C=C1,6,8,4.393689387571952,0.17808964848518372,0.01358368992805481,0.18982206284999847,0.09743313491344452,0.381495401263237,0.09664785116910934,0.14789986610412598,0.08447591960430145,0.09746328437917223
CCC(C)OC(=O)C(C#N)C#N,CCC(C)OC(=O)C(C#N)C#N,5,7,3.6135989747589585,0.1629709005355835,0.06513336300849915,0.15249007940292358,0.17639195919036865,0.3805943429470062,0.14769437909126282,0.1496257483959198,0.14424416422843933,0.07526881720430108
CCCCC(C#N)(C#N)C(=O)O,CCCCC(C#N)(C#N)C(=O)O,5,7,3.323547516742825,0.09569164365530014,-0.24843445420265198,-0.02892598882317543,0.011288298293948174,-0.18166879937052727,-0.035482414066791534,0.07560840249061584,-0.061121709644794464,0.07847082494969819
CCCC[N+]#CC(C#N)C(=O)[O-],CCCC[N+]#CC(C#N)C(=O)[O-],5,8,4.971555209250273,0.20974312722682953,0.005350084044039249,0.06446704268455505,0.17253223061561584,0.27956025395542383,0.17701999843120575,0.14645648002624512,0.09071147441864014,0.06263498920086392
