smiles,canonical_smiles,unique_hydrogens,unique_carbons,sascore,ir_similarity,cnmr_similarity,hnmr_similarity,similarity,sum_of_similarities,cnmr_ir_similarity,ir_hnmr_similarity,cnmr_hnmr_similarity,tanimoto
COc1ccc(C(C)(C)C)cc1C/C=C/c1ccccc1,COc1ccc(C(C)(C)C)cc1C/C=C/c1ccccc1,11,16,1.9993312345130043,0.48276397585868835,0.3707279562950134,-0.0005767419934272766,0.2703774571418762,0.8529151901602745,0.4050907492637634,0.2948833107948303,0.13194160163402557,0.305952380952381
CC/C(=C\C(C)O)c1ccccc1-c1ccccc1,CC/C(=C\C(C)O)c1ccccc1-c1ccccc1,13,16,2.641631501623362,0.19195511937141418,0.0661841332912445,-0.043672554194927216,0.08357168734073639,0.21446669846773148,0.15232053399085999,0.061535805463790894,0.034594062715768814,0.2502406159769009
CC(O)/C=C/Cc1ccccc1-c1ccccc1,CC(O)/C=C/Cc1ccccc1-c1ccccc1,13,15,2.5228871359645275,0.14279279112815857,0.0739641934633255,-0.015523143112659454,0.11310466378927231,0.20123384147882462,0.15336710214614868,0.058885056525468826,0.06874830275774002,0.20240963855421687
C/C(=C\C(C)O)c1ccccc1-c1ccccc1,C/C(=C\C(C)O)c1ccccc1-c1ccccc1,12,15,2.4658298091284685,0.21847501397132874,-0.020274164155125618,0.005378781817853451,0.10148316621780396,0.20357963163405657,0.14050284028053284,0.10145057737827301,0.03638080134987831,0.22413793103448276
CCC(c1ccccc1)c1ccc(C=O)cc1,CCC(c1ccccc1)c1ccc(C=O)cc1,9,12,2.2322588207347973,0.18521547317504883,0.09361910820007324,0.10924708843231201,0.12157699465751648,0.3880816698074341,0.16225755214691162,0.15575489401817322,0.05187690258026123,0.3714733542319749
C=CCC=O.c1ccc(-c2ccccc2)cc1,C=CCC=O.c1ccc(-c2ccccc2)cc1,7,8,1.8289805535830972,0.5423381924629211,0.03626827895641327,-0.2205578088760376,0.19541527330875397,0.3580486625432968,0.3464946150779724,0.24574671685695648,-0.04914116486907005,0.06482982171799027
C=C1C(=C)[C@H]2[C@@H]3CCC[C@@]3(C)CC[C@@H]2[C@@]2(C)C=CC(=O)C=C12,C=C1C(=C)[C@H]2[C@@H]3CCC[C@@]3(C)CC[C@@H]2[C@@]2(C)C=CC(=O)C=C12,15,21,4.718086879155534,0.2221248298883438,0.32487884163856506,0.15743300318717957,0.2160145789384842,0.7044366747140884,0.26549023389816284,0.1897946000099182,0.18847352266311646,0.20202952029520296
C=C=O.c1ccc(CCc2ccccc2)cc1,C=C=O.c1ccc(CCc2ccccc2)cc1,5,7,1.595235812609788,0.13056671619415283,-0.11802686750888824,-0.044035907834768295,0.004534393548965454,-0.03149605914950371,0.06287167221307755,0.039908070117235184,-0.08340717852115631,0.13752122241086587
CCCCCCc1ccc(-c2ccccc2C=O)cc1,CCCCCCc1ccc(-c2ccccc2C=O)cc1,13,17,1.7575783948609356,0.10512343794107437,-0.0804651752114296,-0.06739652901887894,-0.0036331787705421448,-0.04273826628923416,0.060174740850925446,0.037678081542253494,-0.09783908724784851,0.2496798975672215
C#CC1c2ccccc2CCC1CC(C)(O)C#C,C#CC1c2ccccc2CCC1CC(C)(O)C#C,13,17,4.184826490907556,-0.04927365109324455,-0.17960107326507568,0.06808233261108398,0.005202410742640495,-0.16079239174723625,-0.007871524430811405,0.030425813049077988,-0.09888067841529846,0.30471698113207546
C#CC1(CC#CC)CC(C)(O)Cc2ccccc21,C#CC1(CC#CC)CC(C)(O)Cc2ccccc21,11,17,4.176423624834524,0.002477014437317848,-0.027592364698648453,0.007389456033706665,0.08483722060918808,-0.01772589422762394,0.10163231939077377,0.06942149996757507,-0.053448304533958435,0.29523809523809524
CC(C=O)Cc1ccccc1-c1ccccc1,CC(C=O)Cc1ccccc1-c1ccccc1,11,14,2.3135103121005756,0.14390189945697784,-0.1482531726360321,0.046494849026203156,0.04179823398590088,0.042143575847148895,0.016235489398241043,0.14558511972427368,-0.057057179510593414,0.21325301204819277
CC(CC=O)c1ccccc1-c1ccccc1,CC(CC=O)c1ccccc1-c1ccccc1,11,14,2.398856308960857,0.3928673565387726,0.06458316743373871,0.07104487717151642,0.21275588870048523,0.5284954011440277,0.2500884234905243,0.29901865124702454,0.05165442079305649,0.25595238095238093
c1ccc(-c2ccccc2CCCC2CO2)cc1,c1ccc(-c2ccccc2CCCC2CO2)cc1,12,15,2.2176790194076457,0.17123493552207947,0.12413682043552399,0.02214561030268669,0.14182429015636444,0.31751736626029015,0.17858031392097473,0.1501617580652237,0.04495443403720856,0.24758454106280192
