smiles,canonical_smiles,unique_hydrogens,unique_carbons,sascore,ir_similarity,cnmr_similarity,hnmr_similarity,similarity,sum_of_similarities,cnmr_ir_similarity,ir_hnmr_similarity,cnmr_hnmr_similarity,tanimoto
C#Cc1ccc(NCC=C)cc1F,C#Cc1ccc(NCC=C)cc1F,8,11,2.616016673085749,-0.05428662523627281,-0.09250380098819733,0.015795934945344925,0.006565853953361511,-0.1309944912791252,-0.0023140497505664825,-0.039500921964645386,-0.005399029701948166,0.19953051643192488
C#Cc1ccc(CN2CC(C)C2)cc1F,C#Cc1ccc(CN2CC(C)C2)cc1F,8,12,2.3741766460084186,-0.015383878722786903,-0.1599334180355072,0.05582166463136673,0.00831434316933155,-0.11949563212692738,-0.023675095289945602,0.004556947387754917,-0.017294123768806458,0.20446927374301677
CCc1ccc(F)c2c(C)ccnc12,CCc1ccc(F)c2c(C)ccnc12,7,12,2.2486829525560434,0.33897021412849426,0.25759321451187134,0.28626465797424316,0.3179440498352051,0.8828280866146088,0.3108392357826233,0.33355051279067993,0.23749074339866638,0.49600798403193613
CCc1cc(C)nc2ccc(F)cc12,CCc1cc(C)nc2ccc(F)cc12,7,12,1.888732656698057,0.7499139904975891,0.41659265756607056,0.3800090253353119,0.47282376885414124,1.5465156733989716,0.5764654874801636,0.5700063705444336,0.2935248613357544,0.7053789731051344
CCc1ccnc2c(F)cccc12,CCc1ccnc2c(F)cccc12,7,11,1.9585000410691151,0.11546879261732101,0.46346497535705566,0.1350182592868805,0.20264796912670135,0.7139520272612572,0.20142853260040283,0.13231369853019714,0.2645725607872009,0.5534665099882491
Cc1ccc2cnccc2c1F,Cc1ccc2cnccc2c1F,6,10,2.0648583034892862,0.3732607364654541,0.4030791223049164,0.008205615915358067,0.22330354154109955,0.7845454746857285,0.3033628463745117,0.23532503843307495,0.17270059883594513,0.4445927903871829
C=C(C)C(C)(C)c1ccc(F)c(C#N)c1,C=C(C)C(C)(C)c1ccc(F)c(C#N)c1,6,12,2.683673947206282,0.277962863445282,0.02962113544344902,0.13331958651542664,0.13993963599205017,0.44090358540415764,0.1699303239583969,0.17844292521476746,0.07789196819067001,0.26343519494204426
C=Cc1cc(C)cc(F)c1C#N,C=Cc1cc(C)cc(F)c1C#N,5,10,2.686400696023222,0.10877491533756256,0.04859454929828644,-0.03675480931997299,-0.0008904878050088882,0.12061465531587601,0.06111830472946167,0.014040352776646614,-0.014625443145632744,0.23121387283236994
CCc1cc(F)cc2cccnc12,CCc1cc(F)cc2cccnc12,7,11,1.97097280614188,0.2954508066177368,0.43028879165649414,0.10127463936805725,0.32552745938301086,0.8270142376422882,0.37241899967193604,0.2439837008714676,0.2527645230293274,0.5469879518072289
CCc1ccc(F)c2cccnc12,CCc1ccc(F)c2cccnc12,7,11,1.913477587846664,0.3383881449699402,0.5390644073486328,0.12159574031829834,0.3517667055130005,0.9990482926368713,0.4227880835533142,0.2770410478115082,0.28335919976234436,0.45755237045203967
