,molecule_id,1,5,10,Found,max,best_score,mol_size,max_initial_population,molecular_complexity
73,73,True,True,True,True,1.0,0.7968083024024963,20,0.9702338766832034,772.2892698753013
74,74,True,True,True,True,1.0,0.9123886227607727,16,0.9429280397022333,317.9642958168396
75,75,True,True,True,True,1.0,0.9114511013031006,29,0.8492167101827677,1010.8459782270629
76,76,False,False,True,True,0.4656925031766201,0.8618311882019043,25,0.573027989821883,801.5714335515272
77,77,True,True,True,True,1.0,0.9351800084114075,25,0.9147286821705426,614.9727970791702
78,78,True,True,True,True,1.0,0.9275733828544617,29,0.9713038053649408,1017.1020507410777
79,79,True,True,True,True,1.0,0.9473955035209656,13,0.856,235.18499100900118
80,80,True,True,True,True,1.0,0.817815363407135,14,0.8916666666666667,356.14378849709453
81,81,True,True,True,True,1.0,0.9506323933601379,32,0.9871152469577666,1097.1034927589264
82,82,True,True,True,True,1.0,0.8262335658073425,34,0.8269344359125812,1266.3036368981116
83,83,True,True,True,True,1.0,0.8744053840637207,18,0.980319803198032,536.4243144663171
84,84,True,True,True,True,1.0,0.9200296998023987,10,0.7475083056478405,237.04775799182192
85,85,True,True,True,True,1.0,0.9142245650291443,27,0.9831649831649831,1119.2960317818715
86,86,False,True,True,True,0.9634888438133874,0.9328722953796387,21,0.9634888438133874,812.615078883664
87,87,True,True,True,True,1.0,0.891096293926239,21,0.9319371727748691,595.2403676077384
88,88,True,True,True,True,1.0,0.9048946499824524,33,0.9867358708189158,1284.7149188765563
89,89,True,True,True,True,1.0,0.9258796572685242,16,0.960352422907489,476.6219889797812
90,90,True,True,True,True,1.0,0.8854045271873474,15,0.892226148409894,465.97440034910335
91,91,True,True,True,True,1.0,0.9516477584838867,25,0.9834437086092715,754.38884913532
92,92,True,True,True,True,1.0,0.8332379460334778,20,0.614824619457313,675.2186338750307
93,93,True,True,True,True,1.0,0.9371193051338196,14,0.9159159159159159,372.55032279668484
94,94,False,True,True,True,0.9446680080482898,0.8910157680511475,35,0.8915547024952015,998.8220686535025
95,95,True,True,True,True,1.0,0.865227997303009,26,0.905899925317401,1090.0824847966214
96,96,False,False,False,True,0.8207663782447466,0.8852182030677795,24,0.8905405405405405,485.23235866409675
97,97,True,True,True,True,1.0,0.9200751781463623,14,0.9208211143695014,213.41265043639197
98,98,False,False,True,True,0.8378698224852071,0.912987232208252,25,0.8896631823461092,720.7113917571904
99,99,False,False,False,False,0.44530154277699857,0.7277321219444275,15,0.8219844357976653,420.1285697756128
100,100,True,True,True,True,1.0,0.8952575325965881,33,0.9963920625375827,1299.4442094736542
101,101,True,True,True,True,1.0,0.8923537135124207,30,0.9690920798454604,1049.8304997852808
102,102,True,True,True,True,1.0,0.8721485137939453,25,0.8169934640522876,653.4100414775911
103,103,False,True,True,True,0.9611231101511879,0.9154756665229797,26,0.9611231101511879,956.0333456096331
104,104,False,False,False,False,0.49031216361679225,0.6551876664161682,32,0.7299898682877406,1120.1605833543313
105,105,True,True,True,True,1.0,0.8324839472770691,24,0.7256637168141593,734.1009242880399
106,106,True,True,True,True,1.0,0.9160885810852051,29,0.9293924466338259,1047.2366011772997
107,107,False,False,False,False,0.6909650924024641,0.7768466472625732,31,0.7849235635213495,1130.5954219485977
108,108,True,True,True,True,1.0,0.9248211979866028,17,0.9402173913043478,469.81020577969474
109,109,True,True,True,True,1.0,0.8992447853088379,22,0.9573863636363636,762.7167274976041
110,110,True,True,True,True,1.0,0.8630852699279785,19,0.6702898550724637,763.538424029911
111,111,False,False,False,False,0.6239316239316239,0.8475110530853271,34,0.6741500962155228,1364.6817115095266
112,112,False,False,True,True,0.9073746312684365,0.8890848159790039,34,0.8915956151035322,1509.3690275255683
113,113,True,True,True,True,1.0,0.8800275921821594,25,0.9833948339483395,890.8416712599033
114,114,True,True,True,True,1.0,0.8990536332130432,22,0.9269565217391305,748.0611192961054
115,115,True,True,True,True,1.0,0.9061398506164551,15,0.7398373983739838,400.40890374142333
116,116,True,True,True,True,1.0,0.8945669531822205,17,0.973432518597237,628.5568559110059
117,117,True,True,True,True,1.0,0.8216466903686523,18,0.5381083562901745,566.1264362570621
118,118,True,True,True,True,1.0,0.9308626055717468,31,0.9909859154929578,1281.2049127980351
119,119,True,True,True,True,1.0,0.9038529992103577,35,0.5845682166581502,1415.8541966219427
120,120,True,True,True,True,1.0,0.9295583367347717,14,0.9593373493975904,459.01040037182304
121,121,False,True,True,True,0.38235294117647056,0.684786856174469,5,0.6470588235294118,41.60964047443681
122,122,True,True,True,True,1.0,0.8751950860023499,33,0.9732647814910026,1319.9550020521344
123,123,True,True,True,True,1.0,0.8496440052986145,18,0.8850653819683414,718.9296030606654
124,124,False,True,True,True,0.754863813229572,0.9135823249816895,31,0.9741444866920153,978.1870537476159
125,125,True,True,True,True,1.0,0.9213703274726868,20,0.9592198581560284,525.7047058585591
126,126,True,True,True,True,1.0,0.9136262536048889,20,0.6848484848484848,440.9899207282918
127,127,True,True,True,True,1.0,0.898306667804718,20,0.9683333333333334,649.9369069327145
128,128,True,True,True,True,1.0,0.8479970097541809,24,0.7679038159958181,792.1431597285643
129,129,False,False,False,False,0.7967439565860878,0.6068989038467407,35,0.8330878743249878,1491.0410935037005
130,130,True,True,True,True,1.0,0.8561270833015442,16,0.8342857142857143,465.6137396214057
131,131,True,True,True,True,1.0,0.8703303337097168,19,0.9352818371607515,368.57484401695
132,132,True,True,True,True,1.0,0.8912830948829651,14,0.8853046594982079,252.02779400832603
133,133,True,True,True,True,1.0,0.8788817524909973,22,0.3688799463447351,779.745989107622
134,134,True,True,True,True,1.0,0.8903570175170898,11,0.9381443298969072,81.63191840205
135,135,True,True,True,True,1.0,0.8664218783378601,27,0.7703995498030388,1055.9248868744126
136,136,True,True,True,True,1.0,0.8939020037651062,23,0.8311546840958606,805.7027850188924
137,137,True,True,True,True,1.0,0.9303801655769348,29,0.9954571266325951,1114.3773460738125
138,138,True,True,True,True,1.0,0.9043272137641907,26,0.9474358974358974,935.5723608144037
139,139,False,True,True,True,0.8653964351567301,0.8553428053855896,34,0.9883344134802333,1105.6137263054975
140,140,True,True,True,True,1.0,0.9174373745918274,11,0.8802521008403361,274.8980131294879
141,141,False,True,True,True,0.9817483189241114,0.8888848423957825,35,0.9161793372319688,1131.4540426367457
142,142,True,True,True,True,1.0,0.9497756361961365,11,0.8388888888888889,230.57786591623355
143,143,False,False,False,False,0.5195530726256983,0.8781024813652039,17,0.7401055408970977,721.3565486547941
144,144,False,True,True,True,0.9683357879234168,0.8963112831115723,33,0.9822090437361009,991.8423295710786
145,145,True,True,True,True,1.0,0.9477668404579163,11,0.806378132118451,257.4945752240396
146,146,False,False,False,False,0.9722530521642619,0.8777818083763123,32,0.980544747081712,1068.1344716198591
147,147,True,True,True,True,1.0,0.9248619079589844,29,0.9264565425023877,1033.5962416517364
148,148,True,True,True,True,1.0,0.869489848613739,9,0.5702702702702702,267.90565931309794
149,149,True,True,True,True,1.0,0.912830114364624,17,0.8857837181044957,385.4530587502513
150,150,True,True,True,True,1.0,0.8839914202690125,11,0.7368421052631579,147.82350886146327
151,151,True,True,True,True,1.0,0.8806917071342468,27,0.9535962877030162,1007.6295128006362
152,152,False,True,True,True,0.8353174603174603,0.9115622639656067,28,0.9935897435897436,1016.0844730293062
153,153,True,True,True,True,1.0,0.884661853313446,14,0.8068592057761733,434.3296467381504
154,154,True,True,True,True,1.0,0.9245970845222473,21,0.9768339768339769,455.9805997740772
155,155,True,True,True,True,1.0,0.9454850554466248,13,0.728051391862955,186.05372307956134
156,156,True,True,True,True,1.0,0.8118846416473389,21,0.8092783505154639,718.0600722936209
157,157,True,True,True,True,1.0,0.8643906712532043,23,0.6601356443104748,965.8285966171612
158,158,True,True,True,True,1.0,0.8300486207008362,12,0.47962382445141066,369.65266631474674
159,159,True,True,True,True,1.0,0.9267361164093018,28,0.8386763185108583,749.1222406940616
160,160,True,True,True,True,1.0,0.8861995339393616,23,0.8845070422535212,1037.4610151663971
161,161,True,True,True,True,1.0,0.8718605637550354,29,0.8253652058432935,1147.505624883263
162,162,True,True,True,True,1.0,0.9193630218505859,20,0.9453015427769986,464.7901362679072
163,163,False,True,True,True,0.5052447552447552,0.9032487869262695,12,0.5458089668615984,253.03125589421745
164,164,False,True,True,True,0.6438162544169611,0.8471770286560059,25,0.9863945578231292,817.5800647275189
165,165,True,True,True,True,1.0,0.9191659092903137,17,0.9351669941060904,370.7301135831744
166,166,True,True,True,True,1.0,0.8820815086364746,12,0.9063745019920318,326.85561870596365
167,167,True,True,True,True,1.0,0.8889002203941345,27,0.9825145711906744,1094.660296993756
168,168,True,True,True,True,1.0,0.9046571850776672,24,0.8120713305898491,658.0719347946833
169,169,True,True,True,True,1.0,0.9090045094490051,10,0.7622549019607843,209.7781739221536
170,170,True,True,True,True,1.0,0.9263812899589539,14,0.9527272727272728,228.9664533845619
171,171,False,False,True,True,0.8162715517241379,0.8365249037742615,32,0.9624242424242424,1360.4675492236963
172,172,True,True,True,True,1.0,0.8963767886161804,33,0.877757901013715,1326.8722764858067
173,173,True,True,True,True,1.0,0.8322268128395081,19,0.9197930142302717,699.7186702227497
174,174,True,True,True,True,1.0,0.8583250045776367,16,0.3530405405405405,405.79860546135353
175,175,False,True,True,True,0.9401586157173756,0.8802523612976074,24,0.9912536443148688,1021.9203158886959
176,176,True,True,True,True,1.0,0.8525727391242981,31,0.9830866807610994,1279.7429068922304
177,177,True,True,True,True,1.0,0.8597145080566406,10,0.5668316831683168,209.7781739221536
178,178,True,True,True,True,1.0,0.9156503677368164,33,0.8698564593301435,1056.454658655963
179,179,True,True,True,True,1.0,0.9068378806114197,35,0.9913735899137359,1127.1185756668438
180,180,True,True,True,True,1.0,0.9058923721313477,22,0.8014059753954306,578.4900902354271
181,181,True,True,True,True,1.0,0.9175691604614258,21,0.9895988112927192,500.04525782102615
182,182,True,True,True,True,1.0,0.923931360244751,27,0.9721780604133545,898.1001098877524
183,183,True,True,True,True,1.0,0.9257760643959045,12,0.8149779735682819,290.4897943206525
184,184,True,True,True,True,1.0,0.8577896952629089,14,0.8429073856975381,508.628380635003
185,185,True,True,True,True,1.0,0.862118661403656,15,0.8507625272331155,627.3354850466019
186,186,True,True,True,True,1.0,0.8947364687919617,22,0.916243654822335,682.1837895274508
187,187,True,True,True,True,1.0,0.8896563649177551,19,0.6474358974358975,396.90214563698015
188,188,True,True,True,True,1.0,0.9365944862365723,18,0.9245283018867925,503.02174017887376
189,189,False,True,True,True,0.8253043938591847,0.8449807167053223,33,0.9994082840236687,1264.0431279817765
190,190,True,True,True,True,1.0,0.8614732623100281,17,0.9743016759776536,451.5354737626094
191,191,True,True,True,True,1.0,0.9037914872169495,30,0.7992505353319058,1253.2447827646645
192,192,True,True,True,True,1.0,0.9260393977165222,30,0.9187534780189204,1182.150536105066
193,193,True,True,True,True,1.0,0.878316342830658,35,0.9528936742934051,1120.428954819677
194,194,True,True,True,True,1.0,0.8580287098884583,26,0.932073544433095,1231.236847277015
195,195,False,False,False,False,0.5165723524656427,0.836341381072998,24,0.7542297417631345,619.5214865919598
196,196,True,True,True,True,1.0,0.8917656540870667,18,0.9733796296296297,561.967701298815
197,197,True,True,True,True,1.0,0.9219891428947449,15,0.7350427350427351,447.6511707804897
198,198,False,True,True,True,0.9219047619047619,0.9196057319641113,32,0.8335315101070154,1154.2228156191206
199,199,True,True,True,True,1.0,0.8891423344612122,18,0.7205882352941176,417.45231298264946
200,200,True,True,True,True,1.0,0.871819019317627,17,0.8995433789954338,523.2068217496917
201,201,False,True,True,True,0.8823038397328882,0.9054169654846191,25,0.7506538796861377,859.3493285725925
202,202,True,True,True,True,1.0,0.9539335370063782,14,0.9939024390243902,272.77916867903343
203,203,True,True,True,True,1.0,0.8993862271308899,13,0.7866108786610879,194.6260435051196
204,204,False,True,True,True,0.6209476309226932,0.9124987721443176,22,0.6236559139784946,334.3847211971289
205,205,True,True,True,True,1.0,0.8772838711738586,27,0.9621212121212122,1279.2906166642156
206,206,True,True,True,True,1.0,0.901909351348877,17,0.7488789237668162,657.5694230531814
207,207,False,True,True,True,0.8295870360690015,0.9277029037475586,25,0.9792122538293216,995.8305022911829
208,208,True,True,True,True,1.0,0.8777040839195251,26,0.9419252187748608,701.2046929016038
209,209,True,True,True,True,1.0,0.8948243260383606,13,0.8516129032258064,249.30930073029742
210,210,True,True,True,True,1.0,0.8925606608390808,25,0.8547579298831386,1008.5733517117071
211,211,False,True,True,True,0.7901701323251418,0.9054080843925476,15,0.880859375,312.70138558440243
212,212,True,True,True,True,1.0,0.9154589772224426,27,0.9483240223463687,776.4300426717289
213,213,False,False,False,False,0.6871069182389937,0.7379732728004456,34,0.6353383458646616,1204.1666067078027
214,214,True,True,True,True,1.0,0.8569677472114563,13,0.4488517745302714,328.18689753098045
215,215,False,False,False,False,0.6543335022807907,0.7607024312019348,31,0.8036597428288823,1308.3687455534555
216,216,True,True,True,True,1.0,0.8711149096488953,18,0.6590604026845638,387.320023097217
217,217,True,True,True,True,1.0,0.9342343211174011,22,0.38016528925619836,567.6413666089501
218,218,True,True,True,True,1.0,0.7733685374259949,35,0.9806646525679759,1314.9035255360009
219,219,True,True,True,True,1.0,0.7968538403511047,17,0.6220196353436185,500.3741255270038
220,220,True,True,True,True,1.0,0.8330556750297546,18,0.96,426.50182000908245
221,221,True,True,True,True,1.0,0.9127655625343323,14,0.5756929637526652,258.3796063606407
222,222,False,True,True,True,0.764102564102564,0.8887372612953186,27,0.9902080783353733,603.0777077670676
223,223,True,True,True,True,1.0,0.7982230186462402,23,0.9936457505957109,628.3990231475526
224,224,True,True,True,True,1.0,0.8032142519950867,21,0.5689176688251619,733.74637946666
225,225,True,True,True,True,1.0,0.8828484416007996,35,0.9878048780487805,1511.8092501327426
226,226,False,False,False,False,0.4877641824249166,0.7350957989692688,33,0.6330603889457523,1127.4107682095066
227,227,True,True,True,True,1.0,0.8854119777679443,29,0.9872958257713249,1200.5896637524422
228,228,True,True,True,True,1.0,0.8452339768409729,24,0.6583747927031509,729.7293200157983
229,229,True,True,True,True,1.0,0.9071474671363831,32,0.6668377823408624,1139.2896853707307
230,230,True,True,True,True,1.0,0.9162426590919495,27,0.8869463869463869,910.9540211592592
231,231,True,True,True,True,1.0,0.849360466003418,34,0.9803126809496236,1293.6529323100508
232,232,True,True,True,True,1.0,0.9446752667427063,19,0.9935483870967742,356.7617244483167
233,233,True,True,True,True,1.0,0.890688955783844,27,0.884992987377279,856.4921900897778
234,234,False,True,True,True,0.6188034188034188,0.89992755651474,24,0.9981378026070763,548.2387397512872
235,235,True,True,True,True,1.0,0.9058310389518738,22,0.9388201019664967,650.6653796398543
236,236,True,True,True,True,1.0,0.922369658946991,22,0.9912917271407837,476.64021866000155
237,237,False,False,False,False,0.593881223755249,0.7685306072235107,21,0.576307363927428,834.0535845764279
238,238,True,True,True,True,1.0,0.9017510414123535,22,0.7007874015748031,665.0423031168627
239,239,True,True,True,True,1.0,0.8912491798400879,23,0.8942307692307693,726.8333019905402
240,240,False,False,False,False,0.4972451790633609,0.7864556312561035,29,0.5597439544807966,850.1923725978387
241,241,True,True,True,True,1.0,0.8931695818901062,21,0.5569520816967792,704.3258303694996
242,242,False,True,True,True,0.9502026635784597,0.8911647796630859,32,0.9232861806311208,1031.4777138222596
243,243,True,True,True,True,1.0,0.9315690994262695,15,0.947945205479452,290.99535838508575
244,244,False,False,False,False,0.7158001009591115,0.6898514628410339,29,0.8028656126482213,1241.7132352949106
245,245,True,True,True,True,1.0,0.8320708870887756,12,0.7423638778220452,408.6986224710208
246,246,False,False,False,False,0.6434189826953329,0.8281461596488953,23,0.7319535588086825,1006.4462017422994
247,247,True,True,True,True,1.0,0.9268052577972412,29,0.9661016949152542,774.2764082567767
248,248,True,True,True,True,1.0,0.8619623780250549,14,0.9393939393939394,323.8980789080516
249,249,True,True,True,True,1.0,0.9323905110359192,17,0.9482758620689655,453.8887814334611
250,250,True,True,True,True,1.0,0.9030466079711914,31,0.8382877526753865,850.6884043923255
251,251,False,False,False,False,0.21556256572029442,0.7439859509468079,22,0.24507042253521127,383.9238199322565
252,252,True,True,True,True,1.0,0.9128270149230957,18,0.9125109361329834,656.6269579378583
253,253,False,True,True,True,0.9923287671232877,0.9221746325492859,31,0.9923287671232877,1280.7871083278385
254,254,True,True,True,True,1.0,0.8931990265846252,20,0.6571072319201995,698.9953058065239
255,255,True,True,True,True,1.0,0.935603678226471,17,0.7751937984496124,525.3807012815957
256,256,True,True,True,True,1.0,0.9297487139701843,23,0.9848837209302326,920.2962289661256
257,257,True,True,True,True,1.0,0.9103935360908508,33,0.9814340588988476,1049.3192225448856
258,258,True,True,True,True,1.0,0.9066211581230164,18,0.9307692307692308,655.8720704356948
259,259,True,True,True,True,1.0,0.8570517897605896,14,0.8637532133676092,332.5529868353567
260,260,True,True,True,True,1.0,0.8842077851295471,28,0.9248554913294798,995.8572959919838
261,261,False,True,True,True,0.9507481296758105,0.8792764544487,31,0.5804382683057189,1182.0957555612965
262,262,True,True,True,True,1.0,0.8954222798347473,20,0.7823211064341551,709.3264955078729
263,263,True,True,True,True,1.0,0.8984808325767517,28,0.9994391475042064,850.3072259009255
264,264,False,True,True,True,0.8911095796002757,0.897305428981781,32,0.9275158339197748,1230.938065416393
265,265,True,True,True,True,1.0,0.9086378216743469,16,0.910761154855643,430.0866066240907
266,266,True,True,True,True,1.0,0.8327655792236328,24,0.9213559322033898,835.3412001403408
267,267,True,True,True,True,1.0,0.8587881922721863,30,0.9860724233983287,999.4290832501415
268,268,True,True,True,True,1.0,0.8990669250488281,25,0.9581589958158996,488.65788418920374
269,269,True,True,True,True,1.0,0.9160112738609314,32,0.9958823529411764,1012.9838554028246
270,270,True,True,True,True,1.0,0.9100780487060547,12,0.8838174273858921,239.7250739951881
271,271,True,True,True,True,1.0,0.891533613204956,20,0.8523985239852399,615.3871725464028
272,272,True,True,True,True,1.0,0.9061558842658997,25,0.9640071985602879,814.7161360986477
273,273,True,True,True,True,1.0,0.877949059009552,25,0.9864768683274021,882.2118534308195
274,274,False,False,False,False,0.7508633448445979,0.6679396629333496,28,0.6686868686868687,996.774107534609
275,275,True,True,True,True,1.0,0.8804302215576172,22,0.77890625,761.8842101047592
276,276,True,True,True,True,1.0,0.9279757142066956,29,0.5006775067750677,916.0170449876705
277,277,True,True,True,True,1.0,0.8837141990661621,15,0.9213483146067416,522.9768903137902
278,278,False,True,True,True,0.8733733733733734,0.8646861910820007,31,0.9914757591901971,1072.7634130780061
279,279,True,True,True,True,1.0,0.8880617618560791,30,0.7569573283858998,867.7072748752115
280,280,False,True,True,True,0.7374784110535406,0.862507164478302,30,0.9623557984213722,1394.3298288206877
281,281,True,True,True,True,1.0,0.835113525390625,18,0.515645371577575,750.9529913298634
282,282,True,True,True,True,1.0,0.8703980445861816,25,0.8830769230769231,838.4928643409173
283,283,False,False,False,False,0.7644927536231884,0.8609711527824402,31,0.768762677484787,1412.8519114702399
284,284,True,True,True,True,1.0,0.9060657024383545,34,0.972,1452.0093018459308
285,285,True,True,True,True,1.0,0.8812358975410461,21,0.6146616541353384,611.3872168952889
286,286,False,False,False,False,0.546191247974068,0.734329879283905,27,0.7042467138523761,973.0001453716791
287,287,False,True,True,True,0.9316239316239316,0.91468745470047,18,0.9941348973607038,333.13265415394
288,288,True,True,True,True,1.0,0.9508347511291504,30,0.9368863955119214,712.9589182428551
289,289,True,True,True,True,1.0,0.8778017163276672,16,0.7014218009478673,465.0004402969103
290,290,True,True,True,True,1.0,0.8981143832206726,23,0.9608888888888889,804.8718783884727
291,291,False,False,False,False,0.32472826086956524,0.7216501832008362,23,0.42882882882882883,625.8712510142407
292,292,True,True,True,True,1.0,0.8757719993591309,22,0.667107001321004,464.8070987256584
293,293,True,True,True,True,1.0,0.8676058650016785,25,0.9806763285024155,944.11499056533
294,294,True,True,True,True,1.0,0.9507490992546082,14,0.8954869358669834,411.6767229032693
295,295,True,True,True,True,1.0,0.9240818619728088,16,0.9190600522193212,406.2308382366979
296,296,True,True,True,True,1.0,0.8783168792724609,22,0.9851961509992598,832.9661904023092
297,297,True,True,True,True,1.0,0.9108875393867493,17,0.9691067830758898,604.272617549191
298,298,True,True,True,True,1.0,0.9013698101043701,22,0.9737434358589647,717.1892222551064
299,299,False,False,False,False,0.4924906132665832,0.7879233360290527,23,0.5877437325905293,889.2062033939401
300,300,False,False,False,False,0.7582857142857143,0.8918607831001282,29,0.8831405964698722,1084.6255990809993
301,301,True,True,True,True,1.0,0.7981720566749573,9,0.6868421052631579,137.99328661116542
302,302,True,True,True,True,1.0,0.8950974345207214,15,0.918960244648318,395.5744368852867
303,303,True,True,True,True,1.0,0.9296360611915588,33,0.9751861042183623,1207.80938787074
304,304,True,True,True,True,1.0,0.8618965148925781,13,0.38496583143507973,186.9828401313287
305,305,False,True,True,True,0.6944837340876945,0.8822175860404968,20,0.9405052974735126,780.4731692677506
306,306,False,False,False,False,0.7180952380952381,0.8445056080818176,20,0.7022900763358778,358.5704301640317
307,307,False,True,True,True,0.8142201834862385,0.8371804356575012,18,0.6636197440585009,520.5168526767102
