-20.0002	1.79438e-08	
-19.9983	1.73593e-08	
-19.9964	1.73593e-08	
-19.9945	1.73593e-08	
-19.9926	1.73593e-08	
-19.9907	1.73593e-08	
-19.9887	1.79438e-08	
-19.9868	1.73593e-08	
-19.9849	1.79438e-08	
-19.983	1.73593e-08	
-19.9811	1.73593e-08	
-19.9792	1.73593e-08	
-19.9773	1.79438e-08	
-19.9754	1.73593e-08	
-19.9735	1.73593e-08	
-19.9716	1.73593e-08	
-19.9697	1.73593e-08	
-19.9678	1.73593e-08	
-19.9659	1.73593e-08	
-19.9639	1.73593e-08	
-19.962	1.73593e-08	
-19.9601	1.73593e-08	
-19.9582	1.73593e-08	
-19.9563	1.73593e-08	
-19.9544	1.73593e-08	
-19.9525	1.73593e-08	
-19.9506	1.73593e-08	
-19.9487	1.73593e-08	
-19.9468	1.73593e-08	
-19.9449	1.73593e-08	
-19.943	1.73593e-08	
-19.9411	1.79438e-08	
-19.9392	1.73593e-08	
-19.9372	1.73593e-08	
-19.9353	1.73593e-08	
-19.9334	1.73593e-08	
-19.9315	1.79438e-08	
-19.9296	1.73593e-08	
-19.9277	1.73593e-08	
-19.9258	1.73593e-08	
-19.9239	1.73593e-08	
-19.922	1.73593e-08	
-19.9201	1.73593e-08	
-19.9182	1.73593e-08	
-19.9163	1.73593e-08	
-19.9144	1.73593e-08	
-19.9124	1.73593e-08	
-19.9105	1.73593e-08	
-19.9086	1.73593e-08	
-19.9067	1.73593e-08	
-19.9048	1.73593e-08	
-19.9029	1.73593e-08	
-19.901	1.73593e-08	
-19.8991	1.73593e-08	
-19.8972	1.73593e-08	
-19.8953	1.73593e-08	
-19.8934	1.79438e-08	
-19.8915	1.73593e-08	
-19.8896	1.73593e-08	
-19.8876	1.73593e-08	
-19.8857	1.73593e-08	
-19.8838	1.73593e-08	
-19.8819	1.73593e-08	
-19.88	1.73593e-08	
-19.8781	1.73593e-08	
-19.8762	1.73593e-08	
-19.8743	1.73593e-08	
-19.8724	1.73593e-08	
