-20.0002	1.27328e-08	
-19.9983	1.29252e-08	
-19.9964	1.31053e-08	
-19.9945	1.31878e-08	
-19.9926	1.29582e-08	
-19.9907	1.32051e-08	
-19.9887	1.30232e-08	
-19.9868	1.30985e-08	
-19.9849	1.33179e-08	
-19.983	1.32008e-08	
-19.9811	1.2979e-08	
-19.9792	1.33625e-08	
-19.9773	1.27833e-08	
-19.9754	1.32646e-08	
-19.9735	1.30498e-08	
-19.9716	1.33681e-08	
-19.9697	1.32255e-08	
-19.9678	1.27808e-08	
-19.9659	1.36547e-08	
-19.9639	1.38932e-08	
-19.962	1.27626e-08	
-19.9601	1.31716e-08	
-19.9582	1.29073e-08	
-19.9563	1.27193e-08	
-19.9544	1.24587e-08	
-19.9525	1.31932e-08	
-19.9506	1.28749e-08	
-19.9487	1.2707e-08	
-19.9468	1.2933e-08	
-19.9449	1.2773e-08	
-19.943	1.34725e-08	
-19.9411	1.27146e-08	
-19.9392	1.26456e-08	
-19.9372	1.29905e-08	
-19.9353	1.28526e-08	
-19.9334	1.29027e-08	
-19.9315	1.29152e-08	
-19.9296	1.2812e-08	
-19.9277	1.32459e-08	
-19.9258	1.25322e-08	
-19.9239	1.26263e-08	
-19.922	1.267e-08	
-19.9201	1.28771e-08	
-19.9182	1.24869e-08	
-19.9163	1.24408e-08	
-19.9144	1.23679e-08	
-19.9124	1.24053e-08	
-19.9105	1.2816e-08	
-19.9086	1.2495e-08	
-19.9067	1.26513e-08	
-19.9048	1.26118e-08	
-19.9029	1.28816e-08	
-19.901	1.28114e-08	
-19.8991	1.28613e-08	
-19.8972	1.25671e-08	
-19.8953	1.24569e-08	
-19.8934	1.26905e-08	
-19.8915	1.2575e-08	
-19.8896	1.25154e-08	
-19.8876	1.29591e-08	
-19.8857	1.26828e-08	
-19.8838	1.20694e-08	
-19.8819	1.26545e-08	
-19.88	1.21084e-08	
-19.8781	1.27441e-08	
-19.8762	1.21934e-08	
-19.8743	1.21951e-08	
-19.8724	1.26031e-08	
-19.8705	1.3182e-08	
-19.8686	1.23648e-08	
-19.8667	1.45764e-08	
-19.8648	1.31845e-08	
-19.8628	1.24304e-08	
-19.8609	1.2789e-08	
-19.859	1.25393e-08	
-19.8571	1.29763e-08	
-19.8552	1.22876e-08	
-19.8533	1.3159e-08	
-19.8514	1.25675e-08	
-19.8495	1.30952e-08	
-19.8476	1.26166e-08	
-19.8457	1.25222e-08	
-19.8438	1.28455e-08	
-19.8419	1.28421e-08	
-19.84	1.30775e-08	
-19.8381	1.25604e-08	
-19.8361	1.31211e-08	
-19.8342	1.29793e-08	
-19.8323	1.25891e-08	
-19.8304	1.28817e-08	
-19.8285	1.28649e-08	
-19.8266	1.28651e-08	
-19.8247	1.28751e-08	
-19.8228	1.30027e-08	
-19.8209	1.30086e-08	
-19.819	1.27646e-08	
-19.8171	1.25998e-08	
-19.8152	1.26372e-08	
-19.8133	1.26351e-08	
-19.8113	1.24944e-08	
-19.8094	1.24667e-08	
-19.8075	1.23184e-08	
-19.8056	1.26126e-08	
-19.8037	1.27131e-08	
-19.8018	1.2966e-08	
-19.7999	1.3171e-08	
-19.798	1.28948e-08	
-19.7961	1.32146e-08	
-19.7942	1.31822e-08	
-19.7923	1.31203e-08	
-19.7904	1.31156e-08	
-19.7885	1.29103e-08	
-19.7865	1.33209e-08	
-19.7846	1.30793e-08	
-19.7827	1.28031e-08	
-19.7808	1.29281e-08	
-19.7789	1.28242e-08	
-19.777	1.27457e-08	
-19.7751	1.26483e-08	
-19.7732	1.2967e-08	
-19.7713	1.27153e-08	
-19.7694	1.29537e-08	
-19.7675	1.30726e-08	
-19.7656	1.30271e-08	
-19.7637	1.30512e-08	
-19.7617	1.31317e-08	
-19.7598	1.29756e-08	
-19.7579	1.34583e-08	
-19.756	1.31364e-08	
-19.7541	1.30939e-08	
-19.7522	1.30501e-08	
-19.7503	1.28096e-08	
-19.7484	1.26175e-08	
-19.7465	1.30405e-08	
-19.7446	1.30445e-08	
-19.7427	1.31099e-08	
-19.7408	1.31307e-08	
-19.7389	1.30259e-08	
-19.737	1.30241e-08	
-19.735	1.28771e-08	
-19.7331	1.26588e-08	
-19.7312	1.26799e-08	
-19.7293	1.28827e-08	
-19.7274	1.31594e-08	
-19.7255	1.29932e-08	
-19.7236	1.29657e-08	
-19.7217	1.29022e-08	
