smiles,canonical_smiles,sascore,unique_hydrogens,unique_carbons,ir_similarity,cnmr_similarity,hnmr_similarity,similarity,sum_of_similarities,cnmr_ir_similarity,ir_hnmr_similarity,cnmr_hnmr_similarity,tanimoto
[C-]#[N+]C1=C(C=CC2=C1SC=N2)Br,[C-]#[N+]c1c(Br)ccc2ncsc12,3.276449706204218,3,8,0.5217819213867188,0.10089138895273209,0.1127881184220314,0.27054688334465027,0.7354614287614822,0.32823795080184937,0.4041130542755127,0.06585497409105301,0.46835443037974683
C1=CC2=C(C=C1Br)SC(=N2)C#N,N#Cc1nc2ccc(Br)cc2s1,2.5438497062042185,3,8,0.41328635811805725,0.09049462527036667,0.19066113233566284,0.22615286707878113,0.6944421157240868,0.2339598834514618,0.33959269523620605,0.12281019985675812,0.5170068027210885
C1=CC2=C(C=C1C#N)SC(=N2)Br,N#Cc1ccc2nc(Br)sc2c1,2.564329796701955,3,8,0.6140711903572083,-0.16796386241912842,0.19559325277805328,0.2261781096458435,0.6417005807161331,0.21259310841560364,0.49633076786994934,-0.037647902965545654,1.0
[C-]#[N+]/C(=C\C1=CC=C(S1)Br)/C#N,[C-]#[N+]/C(C#N)=C\c1ccc(Br)s1,3.6081219809882583,3,8,0.610471248626709,0.11383378505706787,-0.09989337623119354,0.27626270055770874,0.6244116574525833,0.3399542570114136,0.3920254707336426,0.07058742642402649,0.21761658031088082
C1=CC(=C(C2=C1N=CS2)C#N)Br,N#Cc1c(Br)ccc2ncsc12,2.86165151615897,3,8,0.4930418133735657,0.09720174968242645,0.01715247333049774,0.22920307517051697,0.6073960363864899,0.29024970531463623,0.3598442077636719,0.037784818559885025,0.65
C1=CC2=C(C=C1Br)N=C(S2)C#N,N#Cc1nc2cc(Br)ccc2s1,2.608572330638607,3,8,0.3858013153076172,0.005565211176872253,0.19608384370803833,0.1996612399816513,0.5874503701925278,0.1928856372833252,0.3303767442703247,0.07525002956390381,0.5205479452054794
C1=C(C=C(C(=C1C#N)S)C#N)Br,N#Cc1cc(Br)cc(C#N)c1S,3.0721329075616826,2,5,0.44001320004463196,0.013633877038955688,0.12507037818431854,0.198969304561615,0.5787174552679062,0.18123453855514526,0.3674769997596741,0.07255108654499054,0.23943661971830985
C1=CC(=C(C2=C1SC=N2)C#N)Br,N#Cc1c(Br)ccc2scnc12,2.881333416611458,3,8,0.5500870943069458,-0.053565483540296555,0.05361095070838928,0.2104266881942749,0.5501325614750385,0.24311202764511108,0.4192836284637451,-0.029680266976356506,0.6739130434782609
[C-]#[N+]/C(=C/C1=CC=C(S1)Br)/C#N,[C-]#[N+]/C(C#N)=C/c1ccc(Br)s1,3.6081219809882583,3,8,0.5876670479774475,0.049699485301971436,-0.09814875572919846,0.2474762499332428,0.5392177775502205,0.3028110861778259,0.37726566195487976,0.030965954065322876,0.21761658031088082
C1=CC(=C2C(=C1C#N)SC=N2)Br,N#Cc1ccc(Br)c2ncsc12,2.9436085297336287,3,8,0.4705294370651245,0.049284256994724274,0.017392627894878387,0.23494349420070648,0.5372063219547272,0.27308687567710876,0.35036277770996094,0.027212180197238922,0.6618705035971223
C1=C(C=C2C(=C1C#N)SC=N2)Br,N#Cc1cc(Br)cc2ncsc12,2.894589072720054,3,8,0.4081861078739166,0.09240777790546417,0.0274202860891819,0.19006872177124023,0.5280141718685627,0.2381010353565216,0.300937682390213,0.0396537221968174,0.6842105263157895
[C-]#[N+]C1=CC2=C(C=C1)SC(=N2)Br,[C-]#[N+]c1ccc2sc(Br)nc2c1,3.160895407561684,3,8,0.3683956265449524,-0.016604412347078323,0.16493524610996246,0.15412230789661407,0.5167264603078365,0.1478898674249649,0.3174280524253845,0.04152243956923485,0.6923076923076923
[C-]#[N+]C1=CC2=C(C=C1)N=C(S2)Br,[C-]#[N+]c1ccc2nc(Br)sc2c1,3.15689224014087,3,8,0.4018115699291229,-0.1155647411942482,0.22085736691951752,0.18202604353427887,0.5071041956543922,0.14612504839897156,0.3644307851791382,0.02163759246468544,0.6870229007633588
C1=CC2=C(C=C1C#N)N=C(S2)Br,N#Cc1ccc2sc(Br)nc2c1,2.6039053623128154,3,8,0.44803351163864136,-0.11146929860115051,0.15756793320178986,0.15386119484901428,0.4941321462392807,0.15507987141609192,0.37600255012512207,-0.036099039018154144,0.9642857142857143
C1=C(C=C(C(=C1C#N)S)Br)C#N,N#Cc1cc(Br)c(S)c(C#N)c1,3.0891290614078377,3,8,0.4374159276485443,-0.06959909200668335,0.10974270105361938,0.18488281965255737,0.47755953669548035,0.14427900314331055,0.39093726873397827,0.013669423758983612,0.23809523809523808
C1=CC(=C2C(=C1)N=C(S2)Br)C#N,N#Cc1cccc2nc(Br)sc12,2.8014573985119107,3,8,0.5102479457855225,-0.2076885849237442,0.15684375166893005,0.16279497742652893,0.4594031125307083,0.1334492266178131,0.4292876720428467,-0.07251404970884323,0.8925619834710744
C1=CC2=C(C(=C1)Br)SC(=N2)C#N,N#Cc1nc2cccc(Br)c2s1,2.8169202944395106,3,8,0.3510603606700897,0.07014289498329163,0.029997915029525757,0.15261630713939667,0.4512011706829071,0.1681668907403946,0.25517362356185913,0.0625511035323143,0.5033112582781457
C1=CC(=NC2=C1C=C(S2)Br)C#N,N#Cc1ccc2cc(Br)sc2n1,2.9370030998693757,3,8,0.3690758943557739,-0.07658135145902634,0.15456759929656982,0.17046402394771576,0.4470621421933174,0.13931341469287872,0.3195422291755676,0.034321561455726624,0.4430379746835443
