smiles,canonical_smiles,sascore,unique_hydrogens,unique_carbons,ir_similarity,cnmr_similarity,hnmr_similarity,similarity,sum_of_similarities,cnmr_ir_similarity,ir_hnmr_similarity,cnmr_hnmr_similarity,tanimoto
C1CC1C2=CC=C(C=C2)C(=N)OC(=O)S,N=C(OC(=O)S)c1ccc(C2CC2)cc1,2.6948333064211774,6,8,0.5308055877685547,0.259871244430542,0.22752569615840912,0.31405073404312134,1.0182025283575058,0.38022592663764954,0.39006954431533813,0.2287246286869049,0.211340206185567
C1CC1(CN)C2=CC3=C(C=C2)OC(=O)S3,NCC1(c2ccc3oc(=O)sc3c2)CC1,2.906041910012707,6,10,0.5496730804443359,0.15711510181427002,0.2565038502216339,0.23253461718559265,0.9632920324802399,0.29571324586868286,0.317415714263916,0.20217666029930115,0.24444444444444444
C1=CC=C(C=C1)OC(=O)N.C1=CSC=C1,NC(=O)Oc1ccccc1.c1ccsc1,2.273125247605348,6,7,0.27154168486595154,0.31467297673225403,0.3415876626968384,0.3157918453216553,0.927802324295044,0.29734763503074646,0.31599560379981995,0.3179188072681427,0.2
CC1=C(C2=CSC(=C2N=C1)C(=O)OC)C,COC(=O)c1scc2c(C)c(C)cnc12,2.7315695165525096,5,11,0.23257523775100708,0.5338399410247803,0.1478917896747589,0.30153730511665344,0.9143069684505463,0.4002818465232849,0.17291951179504395,0.3500208258628845,0.25877192982456143
C1=CSC(=C1)[C@@H](C2=C(C=CC(=C2)O)O)N,N[C@@H](c1cccs1)c1cc(O)ccc1O,2.8225878380749236,10,11,0.4931796193122864,0.3060545325279236,0.09455274790525436,0.30771249532699585,0.8937868997454643,0.38502511382102966,0.3516305088996887,0.20283368229866028,0.23834196891191708
C1=CSC(=C1)[C@H](C2=C(C=CC(=C2)O)O)N,N[C@H](c1cccs1)c1cc(O)ccc1O,2.8225878380749236,10,11,0.48924827575683594,0.3042201101779938,0.0931207463145256,0.30636247992515564,0.8865891322493553,0.38329625129699707,0.3494734466075897,0.20138438045978546,0.23834196891191708
C[C@H](C1=CC=CS1)NC(=O)C2=CC=CO2,C[C@@H](NC(=O)c1ccco1)c1cccs1,2.4524036315837403,9,11,0.3194226026535034,0.27208659052848816,0.290910929441452,0.2660655975341797,0.8824201226234436,0.286064088344574,0.2648148238658905,0.28084424138069153,0.23376623376623376
CC(C1=CC=CS1)NC(=O)C2=CC=CO2,CC(NC(=O)c1ccco1)c1cccs1,2.4524036315837403,9,11,0.3155970573425293,0.25420045852661133,0.3020284175872803,0.2557484805583954,0.8718259334564209,0.27057695388793945,0.26855701208114624,0.2713691294193268,0.23376623376623376
C1CC1(CC2=CC3=C(C=C2)OC(=O)S3)N,NC1(Cc2ccc3oc(=O)sc3c2)CC1,2.83577927265007,6,10,0.4936683177947998,0.06353333592414856,0.31422609090805054,0.20209641754627228,0.8714277446269989,0.23413118720054626,0.31551387906074524,0.1813611090183258,0.2648401826484018
C[C@@H](C1=CC=CS1)NC(=O)C2=CC=CO2,C[C@H](NC(=O)c1ccco1)c1cccs1,2.4524036315837403,9,11,0.3164706230163574,0.25831952691078186,0.29483169317245483,0.26020151376724243,0.8696218430995941,0.2782028615474701,0.2635555863380432,0.2728806734085083,0.23376623376623376
C[C@@H](C(=O)OC1=CSC2=CC=CC=C21)N,C[C@H](N)C(=O)Oc1csc2ccccc12,2.746694431481517,8,11,0.8101953268051147,0.010179931297898293,0.017535334452986717,0.23782861232757568,0.8379105925559998,0.35441410541534424,0.3917601704597473,0.017125723883509636,0.3225806451612903
CC1=COC=C1C(=O)C(C2=CC=CS2)N,Cc1cocc1C(=O)C(N)c1cccs1,3.4973669589540446,8,11,0.4638651907444,0.3684573769569397,-0.0020013717003166676,0.277439147233963,0.830321196001023,0.4118081331253052,0.25326013565063477,0.19196638464927673,0.3209302325581395
C1=CSC(=C1)[C@H](C2=CC(=C(C=C2)O)O)N,N[C@@H](c1ccc(O)c(O)c1)c1cccs1,2.709807618294704,10,11,0.40616267919540405,0.23054425418376923,0.1904059648513794,0.257577508687973,0.8271128982305527,0.30536356568336487,0.3250184655189514,0.18033172190189362,0.24731182795698925
CC1=CSC(=C1NC(=O)C2=CC=CO2)C,Cc1csc(C)c1NC(=O)c1ccco1,2.4013463056171034,7,11,0.2498146891593933,0.479046106338501,0.09476694464683533,0.30359160900115967,0.8236277401447296,0.33583396673202515,0.19667929410934448,0.3535037040710449,0.2301255230125523
C1=CC(=C(C=C1O)[C@H](C2=CSC=C2)N)O,N[C@@H](c1ccsc1)c1cc(O)ccc1O,2.931253772140858,10,11,0.5084477066993713,0.2563939094543457,0.05704966187477112,0.27844300866127014,0.8218912780284882,0.36127299070358276,0.3349495232105255,0.1607932448387146,0.3333333333333333
C1=CSC(=C1)[C@@H](C2=CC(=C(C=C2)O)O)N,N[C@H](c1ccc(O)c(O)c1)c1cccs1,2.709807618294704,10,11,0.40522390604019165,0.22117669880390167,0.18902131915092468,0.2532602548599243,0.815421923995018,0.29925990104675293,0.32433250546455383,0.17484219372272491,0.24731182795698925
COC(=O)[C@H](C1=CSC2=CC=CC=C21)N,COC(=O)[C@@H](N)c1csc2ccccc12,2.7415416842287694,8,11,0.8239030838012695,0.10085561126470566,-0.11044034361839294,0.30448511242866516,0.8143183514475822,0.4248007535934448,0.42867547273635864,0.02921978570520878,1.0
