chembl_id,selfies,smiles
CHEMBL604009,[C][C][C][Branch1][Ring1][C][C][C][O][C][=N][C][Branch1][C][N][=C][N][=C][N][Branch1][S][C][O][C@@H1][Branch1][Ring1][C][O][C@H1][Branch1][C][O][C@@H1][Ring1][Branch2][O][C][Ring1][=C][=N][Ring2][Ring1][Ring1],CCC(CC)COC1=NC(N)=C2N=CN(C3O[C@@H1](CO)[C@H1](O)[C@@H1]3O)C2=N1
CHEMBL601115,[C][C][=Branch1][C][=O][N][C][S][C][Branch1][C][C][=C][Branch1][C][C][C][=Ring1][#Branch1][N][=N][C][=C][C][=C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O][C][=C][Ring1][#Branch2],CC(=O)NC=1SC(C)=C(C)C=1N=NC2=CC=C(S(=O)(=O)O)C=C2
CHEMBL1077002,[C][C][C][C][C@H1][Branch2][Ring2][=Branch2][N][C][=Branch1][C][=O][O][C@@H1][C][N][Branch2][Ring1][Ring2][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][C][Ring2][Ring1][C][Branch1][C][C][C][C][=Branch1][C][=O][C][=Branch1][C][=O][N][C@H1][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],CCCC[C@H1](NC(=O)O[C@@H1]1CN(C(=O)OC2=CC=C3C=CC=CC3=C2)CC1(C)C)C(=O)C(=O)N[C@H1](C)C4=CC=CC=C4
CHEMBL1077246,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch2][Ring2][P][C][S][C][C@@H1][Branch2][Ring1][=Branch1][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O][C],CCCCCCCCCCCCCCCC(=O)N[C@@H1](CSC[C@@H1](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC)C(=O)N[C@@H1](C)C(=O)NCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC
CHEMBL162443,[N][=C][Branch1][C][N][N][C][C][C][C][Branch2][Branch1][C][C][C@@H1][Branch2][Ring1][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@H1][C][C][C][N][Branch1][=Branch1][C][=Branch1][C][=N][N][C][Ring1][=Branch2][O][C][Ring2][Ring2][Ring2].[O][=C][Branch1][C][O][C][Branch1][C][F][Branch1][C][F][F],N=C(N)N1CCCC(C[C@@H1](NS(=O)(=O)CC2=CC=CC=C2)C(=O)NCC(=O)N[C@H1]3CCCN(C(=N)N)C3O)C1.O=C(O)C(F)(F)F
CHEMBL1092453,[O][=C][Branch1][O][/C][=C][/C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][=Branch2],O=C(/C=C/C1=CC=CC=C1)C2=CC3=CC=CC=C3S2
CHEMBL1077481,[C][O][C][C@@H1][Branch2][Branch2][=N][C][C][O][C@@][Branch1][C][O][Branch2][#Branch1][=Branch1][C@H1][Branch1][#Branch1][O][C][Branch1][C][C][=O][C][C][C][=Branch1][C][=O][/C][Branch1][C][C][=C][/C][Branch1][C][C][=C][/C][Branch1][C][C][=C][/C@@H1][Branch1][C][C][C@H1][Branch2][Ring1][#Branch2][O][C@@H1][O][C@@H1][Branch1][C][C][C@H1][Branch1][Ring1][O][C][C@@H1][Branch1][C][O][C@@H1][Ring1][#Branch2][O][C][Branch1][C][C][=O][/C][=C][/C][Branch1][C][C][=C][/C][C][C@H1][Branch1][C][O][C@@H1][Branch1][Ring1][O][C][C][Ring2][Ring2][N][C@H1][Branch1][C][C][C@@H1][Branch1][C][O][C@H1][Ring2][Branch1][#Branch2][C][O][C@H1][C][C@][Branch1][C][C][Branch1][C][O][C@@H1][Branch2][Ring1][=Branch2][O][C@H1][C][C@@H1][Branch1][Ring1][O][C][C@H1][Branch1][#Branch1][O][C][Branch1][C][C][=O][C@@H1][Branch1][C][C][O][Ring1][=N][C@H1][Branch1][C][C][O][Ring2][Ring1][#Branch1],COC[C@@H1](CC1O[C@@](O)([C@H1](OC(C)=O)C2CC(=O)/C(C)=C/C(C)=C/C(C)=C/[C@@H1](C)[C@H1](O[C@@H1]3O[C@@H1](C)[C@H1](OC)[C@@H1](O)[C@@H1]3OC(C)=O)/C=C/C(C)=C/CC[C@H1](O)[C@@H1](OC)C2)[C@H1](C)[C@@H1](O)[C@H1]1C)O[C@H1]4C[C@](C)(O)[C@@H1](O[C@H1]5C[C@@H1](OC)[C@H1](OC(C)=O)[C@@H1](C)O5)[C@H1](C)O4
CHEMBL4116119,[C][/C][=C][Branch1][Branch2][\C][S][C][=Branch1][C][=N][N][C][=Branch1][C][=O][O][C],C/C=C(\CSC(=N)N)C(=O)OC
CHEMBL607490,[O][=C][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][C][O][C][C][C][P][=Branch1][C][=O][Branch1][C][O][O],O=C(CCC1=CC=CC=C1)N(O)CCCP(=O)(O)O
CHEMBL1098347,[C][C@@H1][O][C@@H1][Branch2][O][=C][O][C@H1][C@H1][Branch2][Branch2][=Branch2][O][C@H1][C][C][C@@][Branch1][C][C][C@@H1][Branch2][#Branch1][Branch1][C][C][C@][Branch1][C][C][C@@H1][Ring1][Branch2][C][C][=C][C@H1][C][C][Branch1][C][C][Branch1][C][C][C][C][C@][Ring1][Branch2][Branch2][Ring2][=C][C][=Branch1][C][=O][O][C@@H1][O][C@H1][Branch2][Ring1][=Branch1][C][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring2][Ring1][Branch1][O][C][C][C@][Ring2][Ring2][Branch1][Ring2][Ring2][#Branch2][C][C][Ring2][Branch1][Ring2][Branch1][C][C][C][O][C][C@H1][Branch1][C][O][C@@H1][Ring2][Branch1][=C][O][C@@H1][O][C][C@@H1][Branch2][Ring1][Branch1][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][O][C@H1][Branch1][C][O][C@H1][Ring2][Ring1][Ring1][O][C@H1][Branch1][C][O][C@H1][Branch1][P][O][C@@H1][O][C][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][Branch2][O][C@H1][Ring2][Branch2][Branch1][O],C[C@@H1]1O[C@@H1](O[C@H1]2[C@H1](O[C@H1]3CC[C@@]4(C)[C@@H1](CC[C@]5(C)[C@@H1]4CC=C6[C@H1]7CC(C)(C)CC[C@]7(C(=O)O[C@@H1]8O[C@H1](CO[C@@H1]9O[C@H1](CO)[C@@H1](O)[C@H1](O)[C@H1]9O)[C@@H1](O)[C@H1](O)[C@H1]8O)CC[C@]65C)C3(C)C)OC[C@H1](O)[C@@H1]2O[C@@H1]%10OC[C@@H1](O[C@@H1]%11O[C@H1](CO)[C@@H1](O)[C@H1](O)[C@H1]%11O)[C@H1](O)[C@H1]%10O)[C@H1](O)[C@H1](O[C@@H1]%12OC[C@@H1](O)[C@H1](O)[C@H1]%12O)[C@H1]1O
CHEMBL1159458,[C][O][C][=C][C][=C][Branch2][#Branch1][Branch1][C][C][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][=C][Branch2][Branch1][#C][O][C@@H1][O][C@][Branch1][C][C][Branch1][Ring1][C][O][C@@][Branch1][C][C][Branch1][C][O][C@][Branch1][C][C][Branch1][C][O][C@@][Ring1][=N][Branch1][C][C][O][C@][Branch1][C][C][O][C][Branch1][C][C][Branch1][C][C][C@][Branch1][C][C][Branch1][C][O][C@@][Branch1][C][C][Branch1][C][O][C@H1][Ring1][=N][O][C][=C][Ring2][Ring2][Branch1][O][C][=C][Ring2][Ring2][S][O],COC1=CC=C(CCC(=O)C2=C(O)C=C(O[C@@H1]3O[C@](C)(CO)[C@@](C)(O)[C@](C)(O)[C@@]3(C)O[C@]4(C)OC(C)(C)[C@](C)(O)[C@@](C)(O)[C@H1]4O)C=C2O)C=C1O
CHEMBL1160371,[C][C][=C][N][Branch2][N][S][C@H1][C][C@H1][Branch2][=Branch2][=C][O][P][=Branch1][C][=O][Branch1][C][O][O][C@H1][O][C@@H1][Branch2][Ring1][Ring2][N][C][=N][C][=C][Branch1][C][O][N][=C][Branch1][C][N][N][=C][Ring1][Branch2][Ring1][O][C][C@@H1][Ring1][S][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C@H1][O][C@@H1][Branch2][Ring1][Ring2][N][C][=N][C][=C][Branch1][C][O][N][=C][Branch1][C][N][N][=C][Ring1][Branch2][Ring1][O][C][C@@H1][Ring1][S][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C@H1][O][C@@H1][Branch2][Ring1][Ring2][N][C][=N][C][=C][Branch1][C][O][N][=C][Branch1][C][N][N][=C][Ring1][Branch2][Ring1][O][C][C@@H1][Ring1][S][O][P][=Branch1][C][=O][Branch1][C][O][O][C@@H1][Branch2][Ring2][Branch1][C][O][C][C][=C][C][=C][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring2][Ring1][=Branch1][O][Ring2][Branch2][Ring2][C][=Branch1][C][=O][NH1][C][Ring2][Branch2][O][=O],CC1=CN([C@H1]2C[C@H1](OP(=O)(O)O[C@H1]3O[C@@H1](N4C=NC5=C(O)N=C(N)N=C54)C[C@@H1]3OP(=O)(O)OC[C@H1]6O[C@@H1](N7C=NC8=C(O)N=C(N)N=C87)C[C@@H1]6OP(=O)(O)OC[C@H1]9O[C@@H1](N%10C=NC%11=C(O)N=C(N)N=C%11%10)C[C@@H1]9OP(=O)(O)O)[C@@H1](COCC%12=CC=C(OCC%13=CC=CC=C%13)C(OCC%14=CC=CC=C%14)=C%12)O2)C(=O)[NH1]C1=O
CHEMBL1086459,[C][C][C][=N][C][Branch1][C][C][=C][C][Branch1][=Branch2][O][C][C][C][C][C][Ring1][Branch1][=N][C][=C][C][=C][Branch1][Ring1][O][C][N][=C][Ring1][Branch2][N][Ring2][Ring1][=Branch1][Ring2][Ring1][C],CCC1=NC(C)=C2C(OC3CCCC3)=NC4=CC=C(OC)N=C4N12
CHEMBL1089628,[C][C@@H1][Branch1][#Branch2][O][P][=Branch1][C][=O][Branch1][C][O][O][C@H1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][C][N][C][=Branch1][C][=N][N][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][C][N][C][=Branch1][C][=N][N][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][C][N][C][=Branch1][C][=N][N][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][C][N][C][=Branch1][C][=N][N][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][C][N][C][=Branch1][C][=N][N][N][C][=Branch1][C][=O][C@H1][Branch1][S][C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][N][C][=Branch1][C][=O][C@@H1][C][C][C][C][N][Ring1][=Branch1][C][Ring2][#Branch1][#Branch2][=O],C[C@@H1](OP(=O)(O)O)[C@H1]1NC(=O)[C@H1](CCCNC(=N)N)NC(=O)[C@H1](CCCNC(=N)N)NC(=O)[C@H1](CCCNC(=N)N)NC(=O)[C@H1](CCC(N)=O)NC(=O)[C@H1](CCCNC(=N)N)NC(=O)[C@H1](CCCNC(=N)N)NC(=O)[C@H1](CC2=CC=C3C=CC=CC3=C2)NC(=O)[C@@H1]4CCCCN4C1=O
CHEMBL607364,[C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][=C][C][Branch1][C][C][Branch1][C][C][N][Branch1][C][OH0][C][Ring1][Branch2][Branch1][C][C][C],CC1=CC=CC(C)=C1NC(=O)CNC(=O)C2=CC(C)(C)N([OH0])C2(C)C
CHEMBL1087095,[C][C][=Branch1][C][=O][N][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1][/C][=C][/C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],CC(=O)NC1=CC(O)=CC=C1/C=C/C2=CC=C(O)C=C2
CHEMBL1076369,[C][O][C][=C][C][=C][Branch2][O][=Branch1][C][C@@H1][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@@H1][C][S][S][C][C@H1][Branch2][Ring2][C][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][C][C][C][N][N][C][Ring2][Ring1][P][=O][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch2][C][C][=C][N][=C][NH1][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C@H1][Branch1][C][O][C@H1][Ring1][=Branch1][C][=Branch1][C][=O][N][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C][S][S][C][C@H1][Branch2][Ring2][Ring2][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@@H1][C][C][C][=Branch1][C][=O][N][Ring1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][Ring2][=Branch1][#C][C][=C][Ring2][#Branch1][=C],COC1=CC=C(C[C@@H1]2NC(=O)CNC(=O)[C@@H1]3CSSC[C@H1](NC(=O)[C@H1](CC(C)C)NC(=O)[C@H1](CCCCN)NC2=O)C(=O)N[C@@H1](CC4=CN=C[NH1]4)C(=O)N5CC[C@H1](O)[C@H1]5C(=O)N[C@H1](C(=O)O)CSSC[C@H1](NC(=O)[C@@H1](NC(=O)CNC(=O)[C@@H1]6CCC(=O)N6)C(C)C)C(=O)N3)C=C1
CHEMBL1161567,[C][O][C][=C][C][Branch2][Ring1][Branch2][C][=Branch1][C][=O][N][Branch1][C][O][C][C][O][C][=Branch1][C][=O][C@@H1][Branch1][C][N][C][C][S][C][=C][C][=C][Ring2][Ring1][Branch1][O],COC1=CC(C(=O)N(O)CCOC(=O)[C@@H1](N)CCSC)=CC=C1O
CHEMBL1173726,[C][C][Branch1][C][C][=C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch2][Ring1][=Branch2][C][=C][C][=C][C][Branch1][#C][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][=C][Ring1][=C][C][=C][Ring2][Ring1][Ring2],CC(C)=C(C1=CC=NC=C1)C2=CC=C(C3=CC=CC(NC(=O)OC(C)(C)C)=C3)C=C2
CHEMBL1170662,[C][O][C][=C][C][=C][Branch1][=C][/C][=C][/C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][C][Branch1][Ring1][O][C][=C][Ring1][P],COC1=CC=C(/C=C/C2=CC=C(N)C=C2)C(OC)=C1
CHEMBL1187325,[C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][Branch2][=C][C][=C][Ring1][=Branch1][Ring1][=N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][N][C][=C][N+1][=Branch1][Ring2][=C][Ring1][Branch1][C][C][=C][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][N+1][C][=C][N][Branch1][Ring2][C][=Ring1][Branch1][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Ring2][Ring2][N][=O],CCN1C2=CC=C3C=C2C4=CC(=CC=C41)C(=O)C5=CC=C(C=C5)CN6C=C[N+1](=C6)CC7=CC=CC(=N7)C[N+1]=8C=CN(C=8)CC9=CC=C(C=C9)C3=O
CHEMBL529058,[O][=C][Branch2][Ring1][Ring2][N][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][N][N][C][=C][C][=C][C][Branch2][Ring1][Branch2][C][N][N][=C][Branch1][C][Cl][C][Branch1][=Branch2][N][C][C][N][C][C][Ring1][=Branch1][=C][C][Ring1][=N][=O][=C][Ring2][Ring1][Branch1],O=C(NC1=CC=C(C2=CC=CC=C2)C=C1)NC3=CC=CC(CN4N=C(Cl)C(N5CCNCC5)=CC4=O)=C3
CHEMBL1163069,[C][C][C@H1][Branch1][C][C][C@H1][Branch1][C][N][C][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][O][C][C@H1][O][C@@H1][Branch1][P][N][C][=N][C][=C][Branch1][C][N][N][=C][N][=C][Ring1][#Branch1][Ring1][#Branch2][C@H1][Branch1][C][O][C@@H1][Ring1][S][O],CC[C@H1](C)[C@H1](N)C(=O)NS(=O)(=O)OC[C@H1]1O[C@@H1](N2C=NC3=C(N)N=CN=C32)[C@H1](O)[C@@H1]1O
CHEMBL1169868,[C][=C][C][C][/C][=C][/C][=C][/C][=C][/C][C][/C][=C][/C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][O][C@@H1][Branch2][Branch2][Branch1][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C][=Branch1][C][=C][C][C][C@@H1][Branch1][C][O][C@H1][C][C@@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch2][Branch1][P][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][/C][=C][Branch1][C][\C][C][C][C@H1][Branch1][C][O][C][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C][Branch1][C][C][C][Branch1][C][O][C][Branch1][C][O][C][/C][=C][/C][C][Branch1][C][O][/C][=C][/C][C][C][C][C][O][S][=Branch1][C][=O][=Branch1][C][=O][O-1][O][Ring2][Ring2][S][C][C@@H1][Branch1][C][O][C@H1][Ring2][Branch1][P][O].[Na+1],C=CCC/C=C/C=C/C=C/CC/C=C/[C@@H1](O)[C@H1](O)[C@@H1]1O[C@@H1]([C@H1](O)[C@@H1](O)C(=C)CC[C@@H1](O)[C@H1]2C[C@@H1](O)[C@@H1](O)[C@H1]([C@@H1](O)[C@H1](O)/C=C(\C)CC[C@H1](O)C[C@H1](O)[C@H1](O)C(C)C(O)C(O)C/C=C/CC(O)/C=C/CCCCCOS(=O)(=O)[O-1])O2)C[C@@H1](O)[C@H1]1O.[Na+1]
CHEMBL1170054,[C][C@H1][Branch2][Ring2][Ring1][C][C][C][=Branch1][C][=O][N][C@@H1][Branch2][Ring1][Ring1][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][O][C@H1][C][C][C@H1][C@H1][C@H1][Branch1][=Branch2][C][C][C@@][Ring1][=Branch1][Ring1][=Branch2][C][C@@][Branch1][C][C][C][C][C@@H1][Branch1][C][O][C][C@@H1][Ring1][Branch2][C][C@H1][Ring1][S][O],C[C@H1](CCC(=O)N[C@@H1](CCC(=O)NC1=CC=C(Cl)C=C1)C(=O)O)[C@H1]2CC[C@H1]3[C@H1]4[C@H1](CC[C@@]32C)[C@@]5(C)CC[C@@H1](O)C[C@@H1]5C[C@H1]4O
CHEMBL155780,[C][C][=C][Branch1][Branch2][C][C][C][Branch1][C][C][C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][S][=O],CC1=C(CCC(C)C)C(=O)C2=CC=CC=C2C1=O
CHEMBL3347305,[C][C][C@H1][Branch1][C][C][C@H1][Branch3][Ring1][Ring1][=N][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@@H1][Branch2][S][C][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][C][C][C][N][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][C][C][C][N][N][C][=Branch1][C][=O][C@@H1][Branch2][=N][#Branch2][N][C][=Branch1][C][=O][C@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@@H1][Branch2][=Branch2][=Branch2][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][C][C][C][N][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][C][C][C][N][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][N][C][Branch1][C][C][=O][C@@H1][Branch1][C][C][C][C][C@@H1][Branch1][C][C][O][C@@H1][Branch1][C][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][Branch1][C][N][=O],CC[C@H1](C)[C@H1](NC(=O)[C@H1](CC(C)C)NC(=O)[C@H1](CCC(=O)O)NC(=O)[C@H1](CCC(=O)O)NC(=O)[C@@H1](NC(=O)[C@H1](CCCCN)NC(=O)[C@H1](CCCCN)NC(=O)[C@@H1](NC(=O)[C@H1](CC1=CC=C(O)C=C1)NC(=O)[C@H1](CCC(=O)O)NC(=O)[C@H1](CCC(=O)O)NC(=O)[C@@H1](NC(=O)[C@H1](CCCCN)NC(=O)[C@H1](CCCCN)NC(=O)[C@H1](CC(=O)O)NC(=O)[C@H1](CC2=C[NH1]C3=CC=CC=C23)NC(=O)[C@H1](CCC(=O)O)NC(=O)[C@H1](CCC(=O)O)NC(=O)[C@H1](CC4=C[NH1]C5=CC=CC=C45)NC(C)=O)[C@@H1](C)CC)[C@@H1](C)O)[C@@H1](C)CC)C(=O)N[C@@H1](CCCCN)C(=O)N[C@@H1](CCCCN)C(=O)N[C@@H1](CCC(=O)O)C(=O)N[C@@H1](CCC(=O)O)C(=O)N[C@@H1](CCC(=O)O)C(=O)N[C@@H1](CCC(N)=O)C(=O)N[C@@H1](CCC(N)=O)C(=O)N[C@@H1](CCCCN)C(=O)N[C@@H1](CCCCN)C(=O)N[C@@H1](CC(N)=O)C(=O)N[C@@H1](CCC(=O)O)C(=O)N[C@@H1](CCC(=O)O)C(=O)N[C@@H1](CCC(=O)O)C(=O)N[C@@H1](CC(C)C)C(=O)N[C@@H1](CCCCN)C(=O)N[C@@H1](CCCCN)C(N)=O
CHEMBL1171111,[C][O][C][=Branch1][C][=O][C][=C][Branch1][C][C][N][C][=N][NH1][C][Branch1][C][C][=C][Ring1][=Branch1][C][Ring1][O][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1],COC(=O)C1=C(C)NC2=N[NH1]C(C)=C2C1C3=CC=CC(O)=C3
CHEMBL1198407,[C][N][Branch1][C][C][C][=C][C][=N+1][Branch1][=C][C][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][Cl][C][=C][Ring1][#C],CN(C)C1=CC=[N+1](CC2=C(Cl)C=CC=C2Cl)C=C1
CHEMBL1198965,[C][C][O][C][=Branch1][C][=O][C][=C][N][Branch2][Branch1][N][C][=N][C][Branch1][C][N][=C][N][=C][N][Branch2][Ring2][#Branch1][C@@H1][O][C@H1][Branch2][Ring1][Branch2][C][O][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C@@H1][Branch1][C][O][C@H1][Ring2][Ring1][Branch1][O][C][Ring2][Ring1][O][=N][Ring2][Ring1][S][N][=N][Ring2][Ring2][Branch1],CCOC(=O)C1=CN(C2=NC(N)=C3N=CN([C@@H1]4O[C@H1](COS(=O)(=O)NC(=O)C5=CC=CC=C5O)[C@@H1](O)[C@H1]4O)C3=N2)N=N1
CHEMBL1200455,[C][C][=Branch1][C][=O][N][Branch1][Branch2][C][C][Branch1][C][O][C][O][C][=C][Branch1][C][I][C][Branch1][=N][C][=Branch1][C][=O][N][C][C][Branch1][C][O][C][O][=C][Branch1][C][I][C][Branch1][=N][C][=Branch1][C][=O][N][C][C][Branch1][C][O][C][O][=C][Ring2][Ring1][Branch2][I],CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I
