chembl_id,selfies,smiles
CHEMBL1089949,[C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][C][N][C][=Branch1][C][=N][N][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@@H1][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C@@H1][Branch1][C][C][O][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@@H1][Branch2][Ring1][C][C][C][=C][C][=C][Branch1][#Branch1][N][C][=Branch1][C][=N][N][C][=C][Ring1][#Branch2][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=Branch1][C][=O][N][C][C][C][C@H1][Ring1][Branch1][C][=Branch1][C][=O][N][C@H1][Branch1][=Branch1][C][Branch1][C][N][=O][C][S][S][C][Ring2][=Branch1][=N][Branch1][C][C][C],CC(=O)N[C@@H1](CCCNC(=N)N)C(=O)N[C@@H1](CC1=CC=CC=C1)C(=O)N[C@@H1]2C(=O)N[C@@H1]([C@@H1](C)O)C(=O)NCC(=O)N[C@@H1](CC3=CC=C(NC(=N)N)C=C3)C(=O)NCC(=O)N(C)CC(=O)N(C)[C@@H1](CC(C)C)C(=O)N[C@@H1](CC4=CC=C(O)C=C4)C(=O)C(=O)N5CCC[C@H1]5C(=O)N[C@H1](C(N)=O)CSSC2(C)C
CHEMBL1089958,[O][=C][Branch1][C][O][C][C][=C][C][=C][N][Branch1][=Branch1][C][Branch1][C][F][F][C][Ring1][=Branch2][=O],O=C(O)CC1=CC=CN(C(F)F)C1=O
CHEMBL1090670,[C][N][Branch1][C][C][C][C][=C][C][=C][C][Branch2][Ring1][#Branch2][C][=C][C][=C][Branch1][O][C][C][=N][N][Branch1][C][C][C][=Ring1][=Branch1][C][=C][N][=C][Ring1][N][NH1][Ring1][#C][=C][Ring2][Ring1][Branch1],CN(C)CC1=CC=CC(C2=CC3=C(C=4C=NN(C)C=4)C=CN=C3[NH1]2)=C1
CHEMBL1086503,[O][=C][Branch1][O][N][C][C][C][C][N][C][C][Ring1][=Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1],O=C(NCC1CCNCC1)C2=CC=NC=C2C3=CC=CC(Cl)=C3
CHEMBL1097265,[C][C][C@H1][Branch1][C][C][C@H1][Branch2][=Branch2][N][N][C][=Branch1][C][=O][C@@H1][Branch2][Branch2][=C][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][C][C][C][N][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][C][C][C][N][N][C][=Branch1][C][=O][C@H1][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C@@H1][Branch1][C][N][C][Branch1][C][C][C][C@@H1][Branch1][C][C][O][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@H1][Branch2][#Branch1][=C][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][S][C][=Branch1][C][=O][N][C][C][C][C@H1][Ring1][Branch1][C][=Branch1][C][=O][N][C@H1][Branch2][Branch1][O][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][O][C][Branch1][C][C][C][C][Branch1][C][C][C],CC[C@H1](C)[C@H1](NC(=O)[C@@H1](NC(=O)[C@H1](CCCCN)NC(=O)[C@H1](CC(N)=O)NC(=O)[C@H1](CC(N)=O)NC(=O)[C@H1](CC(=O)O)NC(=O)[C@H1](CC1=CC=CC=C1)NC(=O)[C@H1](CCCCN)NC(=O)[C@H1](CO)NC(=O)[C@@H1](N)C(C)C)[C@@H1](C)O)C(=O)NCC(=O)N[C@@H1](CC2=CC=CC=C2)C(=O)N[C@H1](C(=O)N[C@@H1](CS)C(=O)N3CCC[C@H1]3C(=O)N[C@H1](C(=O)N[C@@H1](CCCCN)C(=O)N[C@@H1](CO)C(=O)N[C@@H1](CO)C(=O)N[C@@H1](CC4=CC=C(O)C=C4)C(=O)O)C(C)C)C(C)C
CHEMBL1094708,[N][C][=C][C][=C][Branch2][Ring2][=Branch2][N][C][=C][Branch2][Ring1][=C][C][=C][C][=C][C][Branch2][Ring1][C][N][C][=Branch1][C][=O][C][C][C][C][C][C][C][=Branch1][C][=O][N][O][=C][Ring2][Ring1][Ring1][N][=N][Ring2][Ring1][Branch2][C][=C][Ring2][Ring1][=C],NC1=CC=C(N2C=C(C3=CC=CC(NC(=O)CCCCCCC(=O)NO)=C3)N=N2)C=C1
CHEMBL1093591,[C][=C][C][C][/C][=C][/C][=C][/C][=C][/C][C][/C][=C][\C][Branch1][C][O][C][Branch1][C][O][C][O][C][Branch2][=Branch2][#C][C][Branch1][C][O][C][Branch1][C][O][C][=Branch1][C][=C][C][C][C][Branch1][C][O][C][C][C][Branch1][C][O][C][Branch1][C][O][C][Branch2][#Branch1][O][C][Branch1][C][O][C][Branch1][C][O][/C][=C][Branch1][C][/C][C][C][C][Branch1][C][O][C][C][Branch1][C][O][C][Branch1][C][O][C][Branch1][C][C][C][C][Branch1][C][O][C][C][Branch1][C][C][/C][=C][Branch1][C][\C][C][C][Branch1][C][O][C][C][Branch1][C][C][C][C][Branch1][C][O][C][C][C][Branch1][C][O][C][Branch1][C][O][C][Branch1][=N][C][C][Branch1][C][O][C][C][Branch1][C][O][C][O][O][Ring1][S][O][Ring2][Branch1][N][C][C][Branch1][C][O][C][Ring2][=Branch1][=N][O],C=CCC/C=C/C=C/C=C/CC/C=C\C(O)C(O)C1OC(C(O)C(O)C(=C)CCC(O)C2CC(O)C(O)C(C(O)C(O)/C=C(/C)CCC(O)CC(O)C(O)C(C)CC(O)CC(C)/C=C(\C)CC(O)CC(C)CC(O)C3CC(O)C(O)C(CC(O)CC(O)CO)O3)O2)CC(O)C1O
CHEMBL1093605,[C][O][C][=C][C][=C][Branch2][Ring1][=Branch1][C][=Branch1][C][=O][O][/N][=C][/C][=C][Branch1][C][C][C][=Branch1][C][=O][C][=C][Ring1][Branch2][C][C][=C][Ring2][Ring1][Ring1],COC1=CC=C(C(=O)O/N=C2/C=C(C)C(=O)C=C2C)C=C1
CHEMBL1076803,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C@H1][Branch1][=Branch1][C@@H1][Branch1][C][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C@@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][O][Ring2][Branch1][Ring2],CCCCCCCCCC1CCCC(=O)N[C@H1]([C@@H1](C)O)C(=O)N[C@@H1](C)C(=O)N[C@@H1](C)C(=O)N[C@@H1](CCC(N)=O)C(=O)N[C@@H1](CC2=CC=C(O)C=C2)C(=O)N[C@@H1](C(C)C)C(=O)O1
CHEMBL1090628,[C][C][C@H1][Branch1][C][C][C@H1][Branch1][C][N][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C@H1][Branch2][Branch2][=Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C@@H1][Branch1][C][C][O][C@@H1][Branch1][C][C][O],CC[C@H1](C)[C@H1](N)C(=O)N[C@@H1](CCCCN)C(=O)N[C@H1](C(=O)N[C@@H1](CCCCN)C(=O)N[C@@H1](CCCCN)C(=O)N[C@@H1](CC1=CC=CC=C1)C(=O)N[C@@H1](CC(C)C)C(=O)N[C@@H1](CCCCN)C(=O)N[C@@H1](CCCCN)C(=O)N[C@H1](C(=O)O)[C@@H1](C)O)[C@@H1](C)O
CHEMBL1094912,[C][O][C][=C][C][=C][Branch2][Ring1][=N][C][C][C][O][C][=C][Branch1][C][C][C][Branch1][C][O][=C][Branch1][C][C][C][Branch1][C][O][=C][Ring1][#Branch2][C][Ring1][=C][=O][C][Branch1][C][O][=C][Ring2][Ring1][#Branch1],COC1=CC=C(CC2COC3=C(C)C(O)=C(C)C(O)=C3C2=O)C(O)=C1
CHEMBL1095976,[C][O][C][=Branch1][C][=O][C@@H1][N][C][=Branch1][C][=O][C@H1][N][C][=Branch1][C][=O][C@H1][Branch2][O][=C][N][C][=Branch1][C][=O][C@@H1][N][C][=Branch1][C][=O][C@H1][N][C][=Branch1][C][=O][C@H1][Branch2][#Branch1][N][N][C][=Branch1][C][=O][C@H1][Branch2][Branch1][=Branch1][N][C][=C][Branch2][Ring2][O][C][O][C@H1][O][C@H1][Branch1][Branch2][C][O][C][Branch1][C][C][=O][C@@H1][Branch1][#Branch1][O][C][Branch1][C][C][=O][C@H1][Branch1][#Branch1][O][C][Branch1][C][C][=O][C@H1][Ring2][Ring1][Ring1][O][C][Branch1][C][C][=O][N][=N][Ring2][Ring1][=C][C][=C][C][=C][Branch1][C][O][C][=Branch1][Ring2][=C][Ring1][#Branch1][O][C][=C][C][Ring2][Branch1][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][C][C@H1][Branch1][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][=C][C][Ring2][=Branch1][#Branch1][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][O][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C@H1][Ring2][#Branch1][O][O][C][=C][C][=C][Branch1][C][O][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][=C][Branch1][C][O][C][=C][Branch1][C][O][C][=C][Ring1][Branch2][Ring2][Branch2][#C],COC(=O)[C@@H1]1NC(=O)[C@H1]2NC(=O)[C@H1](NC(=O)[C@@H1]3NC(=O)[C@H1]4NC(=O)[C@H1](NC(=O)[C@H1](N5C=C(CO[C@H1]6O[C@H1](COC(C)=O)[C@@H1](OC(C)=O)[C@H1](OC(C)=O)[C@H1]6OC(C)=O)N=N5)C7=CC=C(O)C(=C7)OC8=CC4=CC(O)=C8C)[C@H1](O)C9=CC=C(C=C9)OC%10=CC3=CC(=C%10O)OC%11=CC=C(C=C%11)[C@H1]2O)C%12=CC=C(O)C(=C%12)C%13=C(O)C=C(O)C=C%131
CHEMBL1095985,[C][O][C][=Branch1][C][=O][C@@H1][N][C][=Branch1][C][=O][C@H1][N][C][=Branch1][C][=O][C@H1][Branch2][#Branch2][#Branch1][N][C][=Branch1][C][=O][C@@H1][N][C][=Branch1][C][=O][C@H1][N][C][=Branch1][C][=O][C@H1][Branch2][=Branch1][Branch1][N][C][=Branch1][C][=O][C@H1][Branch2][Ring1][#C][N][C][=C][Branch2][Ring1][Branch1][C][O][C@@H1][O][C@@H1][Branch1][C][C][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Ring1][=Branch2][O][N][=N][Ring1][P][C][=C][C][=C][Branch1][C][O][C][=Branch1][Ring2][=C][Ring1][#Branch1][O][C][=C][C][Ring2][Ring2][Branch1][=C][C][Branch1][C][O][=C][Ring1][#Branch1][C][C@H1][Branch1][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][=C][C][Ring2][Branch1][#Branch2][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][O][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C@H1][Ring2][=Branch1][=C][O][C][=C][C][=C][Branch1][C][O][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][=C][Branch1][C][O][C][=C][Branch1][C][O][C][=C][Ring1][Branch2][Ring2][Branch2][C],COC(=O)[C@@H1]1NC(=O)[C@H1]2NC(=O)[C@H1](NC(=O)[C@@H1]3NC(=O)[C@H1]4NC(=O)[C@H1](NC(=O)[C@H1](N5C=C(CO[C@@H1]6O[C@@H1](C)[C@H1](O)[C@@H1](O)[C@H1]6O)N=N5)C7=CC=C(O)C(=C7)OC8=CC4=CC(O)=C8C)[C@H1](O)C9=CC=C(C=C9)OC%10=CC3=CC(=C%10O)OC%11=CC=C(C=C%11)[C@H1]2O)C%12=CC=C(O)C(=C%12)C%13=C(O)C=C(O)C=C%131
CHEMBL154714,[C][O][C][=C][C][=N][C][Branch2][Ring2][Ring1][N][C][C][N][Branch2][Ring1][#Branch1][C][=Branch1][C][=O][C][C][O][C][=C][C][=C][C][Branch1][Ring1][O][C][=C][Ring1][Branch2][O][Ring1][N][C][C][Ring2][Ring1][Ring2][=N][C][Branch1][C][N][=C][Ring2][Ring1][O][C][=C][Ring2][Ring1][#C][O][C],COC1=CC2=NC(N3CCN(C(=O)C4COC5=CC=CC(OC)=C5O4)CC3)=NC(N)=C2C=C1OC
CHEMBL1162038,[N][C][=N][C][=N][C][=C][Ring1][=Branch1][N][=C][N][Ring1][Branch1][C@@H1][O][C@H1][Branch2][Ring2][C][C][O][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][O][C@@H1][Branch1][C][O][C@H1][Ring2][Ring1][=Branch2][O],NC1=NC=NC2=C1N=CN2[C@@H1]3O[C@H1](COS(=O)(=O)NC(=O)C4=CC=C(C(F)(F)F)C=C4O)[C@@H1](O)[C@H1]3O
CHEMBL1161051,[C][C][Branch1][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][C][N][Branch2][Ring1][#C][C][C][C][=C][C][=C][Branch2][Ring1][C][C][=Branch1][C][=O][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][#Branch1][N][Ring1][S][C][C][C][Ring2][Ring1][=Branch2].[O][=C][Branch1][C][O][C][C][C][=Branch1][C][=O][O],CC(C)OC1=CC=CC=C1N2CCN(CCC3=CC=C(C(=O)C(=O)N4CCCCCC4)N3C)CC2.O=C(O)CCC(=O)O
CHEMBL1160911,[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][=C][Branch1][N][C][Branch1][C][O][=C][Ring1][Branch2][C][Ring1][=N][=O][C][C@@][Branch1][C][O][Branch1][#Branch1][C][=Branch1][C][=O][C][O][C][C@@H1][Ring1][S][O][C][C][C][Branch2][Branch1][=Branch2][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][Branch2][Ring2][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][C][C][C][N][N][C][=Branch1][C][=O][C@H1][Branch1][C][C][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][#C][C][Branch1][C][O][C][Branch1][C][C][O][Ring2][Ring2][N],COC1=CC=CC2=C1C(=O)C3=C(O)C4=C(C(O)=C3C2=O)C[C@@](O)(C(=O)CO)C[C@@H1]4OC5CC(NC(=O)OCC6=CC=C(NC(=O)[C@H1](CCCCN)NC(=O)[C@H1](C)NC(=O)OCC7=CC=CC=C7)C=C6)C(O)C(C)O5
CHEMBL1164921,[C][C][=C][C][=Branch1][C][=O][O][C][=C][C][Branch2][=Branch1][=Branch1][O][C][Branch1][C][C][Branch1][C][C][C@@H1][Branch2][Ring1][=C][C][O][C][=Branch1][C][=O][C@@][C][C][C@@][Branch1][C][C][Branch1][Branch2][C][=Branch1][C][=O][O][Ring1][Branch2][C][Ring1][=Branch2][Branch1][C][C][C][O][C][=Branch1][C][=O][C@@][C][C][C@@][Branch1][C][C][Branch1][Branch2][C][=Branch1][C][=O][O][Ring1][Branch2][C][Ring1][=Branch2][Branch1][C][C][C][=C][C][=C][Ring2][Ring2][=N][Ring2][Ring2][Branch2],CC1=CC(=O)OC2=CC(OC(C)(C)[C@@H1](COC(=O)[C@@]34CC[C@@](C)(C(=O)O3)C4(C)C)OC(=O)[C@@]56CC[C@@](C)(C(=O)O5)C6(C)C)=CC=C12
CHEMBL610630,[C][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch2][Ring2][N][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][O][Ring1][=Branch1][=C][C][=N][N][Branch1][N][C@H1][C][C][C@H1][Branch1][C][O][C][C][Ring1][#Branch1][C][Ring1][N][=N][Ring2][Ring1][Branch2][C][=C][Ring2][Ring1][=C],CNC(=O)NC1=CC=C(C2=NC(N3CC4CCC(C3)O4)=C5C=NN([C@H1]6CC[C@H1](O)CC6)C5=N2)C=C1
CHEMBL1076188,[C][C][C@H1][Branch1][C][C][C@H1][Branch2][P][Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@@H1][Branch2][#C][Branch2][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][C][C][C][N][N][C][=Branch1][C][=O][C@@H1][C][C][C@H1][Branch2][=N][O][C@@H1][Branch1][=C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C@H1][Branch2][#Branch2][S][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C@H1][Branch2][=Branch2][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch2][C][C][=C][N][=C][NH1][Ring1][Branch1][C][=Branch1][C][=O][N][C@H1][Branch2][Branch1][#Branch1][C][=Branch1][C][=O][N][C@H1][Branch2][Ring2][Branch2][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C@@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][Branch1][C][N][=O][C@@H1][Branch1][C][C][C][C][C][Branch1][C][C][C][C@@H1][Branch1][C][C][C][C][C][Branch1][C][C][C][C][Ring2][Branch2][P][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch2][C][C][=C][N][=C][NH1][Ring1][Branch1][C][=Branch1][C][=O][N][C@H1][Branch2][Branch1][#Branch1][C][=Branch1][C][=O][N][C@H1][Branch2][Ring2][Branch2][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C@@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][Branch1][C][N][=O][C@@H1][Branch1][C][C][C][C][C][Branch1][C][C][C],CC[C@H1](C)[C@H1](NC(=O)[C@H1](CCC(=O)O)NC(=O)[C@@H1](NC(=O)[C@H1](CCCCN)NC(=O)[C@@H1]1CC[C@H1]([C@@H1](NC(=O)C2=CC=CC=C2)C(=O)N[C@@H1](CCCCN)C(=O)N[C@H1](C(=O)N[C@@H1](CCC(=O)O)C(=O)N[C@H1](C(=O)N[C@@H1](CC(C)C)C(=O)N[C@@H1](CCC(N)=O)C(=O)N[C@@H1](CC3=CN=C[NH1]3)C(=O)N[C@H1](C(=O)N[C@H1](C(=O)N[C@@H1](CC(=O)O)C(=O)N[C@@H1](CC4=CC=C(O)C=C4)C(N)=O)[C@@H1](C)CC)C(C)C)[C@@H1](C)CC)C(C)C)C1)C(C)C)C(=O)N[C@@H1](CC(C)C)C(=O)N[C@@H1](CCC(N)=O)C(=O)N[C@@H1](CC5=CN=C[NH1]5)C(=O)N[C@H1](C(=O)N[C@H1](C(=O)N[C@@H1](CC(=O)O)C(=O)N[C@@H1](CC6=CC=C(O)C=C6)C(N)=O)[C@@H1](C)CC)C(C)C
CHEMBL1083537,[C][C][C@H1][Branch1][C][C][C@H1][Branch2][Branch1][O][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][/C][=C][/C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@H1][Branch1][=Branch1][C][Branch1][C][N][=O][C][Branch1][C][C][C],CC[C@H1](C)[C@H1](NC(=O)[C@H1](CC1=CC=CC=C1)NC(=O)/C=C/C(=O)NCC(=O)NCC(=O)N[C@@H1](CC2=CC=CC=C2)C(=O)O)C(=O)N[C@@H1](CC(C)C)C(=O)N[C@H1](C(N)=O)C(C)C
CHEMBL1085208,[C][C][C@H1][Branch1][C][C][C@H1][Branch2][=C][=N][N][C][=Branch1][C][=O][C@H1][Branch1][Branch1][C][C][C][N][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][C][N][C][=Branch1][C][=N][N][N][C][=Branch1][C][=O][C@@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C@@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][C][N][C][=Branch1][C][=N][N][N][C][=Branch1][C][=O][C@@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][C][N][C][=Branch1][C][=N][N][N][C][=Branch1][C][=O][C@@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C@@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C@@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][C][C][C][N][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@@H1][Branch1][C][N][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch1][C][C][C][N][C][Branch1][C][N][=O],CC[C@H1](C)[C@H1](NC(=O)[C@H1](CCCN)NC(=O)[C@H1](CCCNC(=N)N)NC(=O)[C@@H1]1CCCN1C(=O)[C@@H1]2CCCN2C(=O)[C@H1](CCCNC(=N)N)NC(=O)[C@@H1]3CCCN3C(=O)[C@H1](CCCNC(=N)N)NC(=O)[C@@H1]4CCCN4C(=O)[C@H1](CC(C)C)NC(=O)[C@H1](CC5=CC=C(O)C=C5)NC(=O)[C@@H1]6CCCN6C(=O)[C@@H1]7CCCN7C(=O)[C@H1](CCCCN)NC(=O)[C@H1](CC(=O)O)NC(=O)[C@@H1](N)C(C)C)C(=O)N[C@@H1](CC8=CC=C(O)C=C8)C(=O)N[C@@H1](CC(N)=O)C(=O)N[C@@H1](CCCN)C(N)=O
CHEMBL1086218,[C][/C][=C][/C][C@@H1][Branch1][C][C][C][=Branch1][C][=O][C@H1][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C@H1][Branch1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C@@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][Ring2][=Branch1][=N][C],C/C=C/C[C@@H1](C)C(=O)[C@H1]1C(=O)N[C@@H1](C(C)C)C(=O)N(C)CC(=O)N(C)[C@@H1](CC(C)C)C(=O)N[C@@H1](C(C)C)C(=O)N(C)[C@@H1](CC(C)C)C(=O)N[C@@H1](C)C(=O)N[C@H1](C)C(=O)N(C)[C@@H1](CC(C)C)C(=O)N(C)[C@@H1](CC(C)C)C(=O)N(C)[C@@H1](C(C)C)C(=O)N1C
CHEMBL1077368,[C][C][C@@H1][C][/C][=C][\C][=Branch1][C][=O][C@@H1][Branch1][C][O][C@@H1][Branch1][C][O][C][/C][=C][/C][=C][C][Branch1][Ring1][O][C][=C][C][Branch1][C][O][=C][Ring1][=Branch2][C][=Branch1][C][=O][O][Ring2][Ring1][=Branch2],CC[C@@H1]1C/C=C\C(=O)[C@@H1](O)[C@@H1](O)C/C=C/C2=CC(OC)=CC(O)=C2C(=O)O1
CHEMBL160738,[C][C][=N][C][=C][C][=C][Ring1][=Branch1][O][C][Branch1][C][C][C][=N][C][C][N][Ring1][Branch1],CC1=NC=CC=C1OC(C)C2=NCCN2
